,subject,relation,object,subject_type,object_type
394,businesses,manage,customer service,NOUN_CHUNK,NOUN_CHUNK
395,Zendesk,serves,businesses,ORG,NOUN_CHUNK
396,Volatility,delaying,investments,NOUN_CHUNK,NOUN_CHUNK
397,Group’s Tata Steel,prioritizing,automation,ORG,NOUN_CHUNK
398,strategy,leads,companies,NOUN_CHUNK,NOUN_CHUNK
399,technology,enabling,companies,NOUN_CHUNK,NOUN_CHUNK
400,customers,allows,jeans,NOUN_CHUNK,NOUN_CHUNK
401,Coca-Cola,owns,brands,ORG,NOUN_CHUNK
402,Coca-Cola,maximizes,potential,ORG,NOUN_CHUNK
403,services,assume,greater role,NOUN_CHUNK,NOUN_CHUNK
404,companies,pursuing,global local services strategy,NOUN_CHUNK,NOUN_CHUNK
405,Starbucks,vary,Starbucks product offerings,ORG,NOUN_CHUNK
406,million properties,provides,platform,NOUN_CHUNK,NOUN_CHUNK
407,loose network,provides,actual accommodations,NOUN_CHUNK,NOUN_CHUNK
408,PayPal,facilitates,payments,NOUN_CHUNK,NOUN_CHUNK
409,business model,enables,platform companies,NOUN_CHUNK,NOUN_CHUNK
410,biggest hyperscale platforms,host,billions,NOUN_CHUNK,CARDINAL
411,Examples,include,financial services,NOUN_CHUNK,NOUN_CHUNK
412,HSBC,has,presence,ORG,NOUN_CHUNK
413,firms,maintain,offices,NOUN_CHUNK,NOUN_CHUNK
414,Global,Offers,a single                          Global                                           Airbus,NOUN_CHUNK,ORG
415,market,tastes,insights,NOUN_CHUNK,NOUN_CHUNK
416,Global,reach, Starbucks,NOUN_CHUNK,NOUN_CHUNK
417,Platform,Creates,marketplace,NOUN_CHUNK,NOUN_CHUNK
418,Resource,Produces, Access,NOUN_CHUNK,NOUN_CHUNK
419,companies,own,global operations,NOUN_CHUNK,NOUN_CHUNK
420,services,add,new sources,NOUN_CHUNK,NOUN_CHUNK
421,speed,driving,regionalization,NOUN_CHUNK,NOUN_CHUNK
422,companies,consider,risk-,NOUN_CHUNK,NOUN_CHUNK
423,manufacturers,use,platforms,NOUN_CHUNK,NOUN_CHUNK
424,Toyota,introducing,new manufacturing system,ORG,NOUN_CHUNK
425,growing number,enough,production,NOUN_CHUNK,NOUN_CHUNK
426,Massive retooling,readies,Toyota Georgetown,NOUN_CHUNK,PRODUCT
427,Speed,enables,faster responses,NOUN_CHUNK,NOUN_CHUNK
428,Companies,have,wealth,NOUN_CHUNK,NOUN_CHUNK
429,insights,requires,speed,NOUN_CHUNK,NOUN_CHUNK
430,manufacturers,finding,value,NOUN_CHUNK,NOUN_CHUNK
431,offshoring,led,companies,NOUN_CHUNK,NOUN_CHUNK
432,tier suppliers,have,little visibility,NOUN_CHUNK,NOUN_CHUNK
433,efficiencies,enable,systemic changes,NOUN_CHUNK,NOUN_CHUNK
434,smaller suppliers,transformation,help,NOUN_CHUNK,NOUN_CHUNK
435,companies,developed,sprawling global footprints,NOUN_CHUNK,NOUN_CHUNK
436,firms,sharpening,firms,NOUN_CHUNK,NOUN_CHUNK
437,Countries,alter,Countries,NOUN_CHUNK,NOUN_CHUNK
438,Countries,reap,economic gains,NOUN_CHUNK,NOUN_CHUNK
439,trade,connect,world economy,NOUN_CHUNK,NOUN_CHUNK
440,COUNTRIES,PLAY,DIFFERENT ROLES,NOUN_CHUNK,NOUN_CHUNK
441,country specialization,determines,country specialization,NOUN_CHUNK,NOUN_CHUNK
442,developing countries,specialize,natural resources,NOUN_CHUNK,NOUN_CHUNK
443,SHIFTS,FAVOR,ADVANCED ECONOMIES,NOUN_CHUNK,NOUN_CHUNK
444,group,lost,medium skill workers,NOUN_CHUNK,NOUN_CHUNK
445,Exhibit 37.Most advanced economies,lost,manufacturing jobs,NOUN_CHUNK,NOUN_CHUNK
446,Trade,affected,wages,NOUN_CHUNK,NOUN_CHUNK
447,effects,hit,low wage workers,NOUN_CHUNK,NOUN_CHUNK
448,Workers,experienced,churn,NOUN_CHUNK,NOUN_CHUNK
449,evidence,suggests,wages,NOUN_CHUNK,NOUN_CHUNK
450,rise,accompanied,ongoing,NOUN_CHUNK,NOUN_CHUNK
451,overall gains,exceed,overall gains,NOUN_CHUNK,NOUN_CHUNK
452,global innovators,benefit,rising competition,NOUN_CHUNK,NOUN_CHUNK
453,current trends,But,comparative advantages,NOUN_CHUNK,NOUN_CHUNK
454,advanced economies,run,trade surplus,NOUN_CHUNK,NOUN_CHUNK
455,IP charges,Over,two to three,NOUN_CHUNK,CARDINAL
456,Services,playing,bigger role,NOUN_CHUNK,NOUN_CHUNK
457,Trade surplus,advanced,billion,NOUN_CHUNK,NOUN_CHUNK
458, Global innovators,face,greater competition,NOUN_CHUNK,NOUN_CHUNK
459,South Korea,seen,South Korea Japan exports,GPE,NOUN_CHUNK
460,developing countries,offer,interesting template,NOUN_CHUNK,NOUN_CHUNK
461,OPEC countries,have,long term economic development,NOUN_CHUNK,NOUN_CHUNK
462,economies,dominate,ranks,NOUN_CHUNK,NOUN_CHUNK
463,policy priority,setting,rules,NOUN_CHUNK,NOUN_CHUNK
464,store,generated,data,NOUN_CHUNK,NOUN_CHUNK
465,regulations,limit,competition,NOUN_CHUNK,NOUN_CHUNK
466,services,exceeds,average tariff,NOUN_CHUNK,NOUN_CHUNK
467,life cycles,reinforce,trend,NOUN_CHUNK,NOUN_CHUNK
468,biggest policy challenge,involves,unfinished business,NOUN_CHUNK,NOUN_CHUNK
469,date,includes,transitional income support,NOUN_CHUNK,NOUN_CHUNK
470,manufacturing value,added,patent activity,NOUN_CHUNK,NOUN_CHUNK
471,DEVELOPING COUNTRIES,FACE,HEADWINDS,NOUN_CHUNK,NOUN_CHUNK
472,automation,limit,job creation,NOUN_CHUNK,NOUN_CHUNK
473,subset,has,critical advantage,NOUN_CHUNK,NOUN_CHUNK
474,United States,play,role,GPE,NOUN_CHUNK
475,multinationals,in,chains,NOUN_CHUNK,NOUN_CHUNK
476,alternatives,offer,fewer cultural language time zone difficulties,NOUN_CHUNK,NOUN_CHUNK
477,Exhibit 39.Some developing economies,increasing,Exhibit 39.Some developing economies exports,NOUN_CHUNK,NOUN_CHUNK
478,developing countries,face,a.                                  squeeze,NOUN_CHUNK,NOUN_CHUNK
479,procedures,facilitating,seamless flows,NOUN_CHUNK,NOUN_CHUNK
480,digital economy,offers,opportunities,NOUN_CHUNK,NOUN_CHUNK
481,mobile apps,give,small businesses,NOUN_CHUNK,NOUN_CHUNK
482,Amazon,announced,expansion,ORG,NOUN_CHUNK
483,Mobile banking,make,financial inclusion,NOUN_CHUNK,NOUN_CHUNK
484,digital payments,erase,huge inefficiencies,NOUN_CHUNK,NOUN_CHUNK
485,E - commerce marketplaces,give,small medium size businesses,NOUN_CHUNK,NOUN_CHUNK
486,commerce platforms,offer,additional small business services,NOUN_CHUNK,NOUN_CHUNK
487,Education,determine,country ability,NOUN_CHUNK,NOUN_CHUNK
488,period,represents,opening,NOUN_CHUNK,NOUN_CHUNK
489,Exhibit A1,lists,breakdown,NOUN_CHUNK,NOUN_CHUNK
490,sources,represent,world economy,NOUN_CHUNK,NOUN_CHUNK
491,McKinsey Global Institute,mapped,WIOD industry,ORG,NOUN_CHUNK
492,OECD ICIO tables,contain,countries,NOUN_CHUNK,NOUN_CHUNK
493,databases,have,different levels,NOUN_CHUNK,NOUN_CHUNK
494,errors,driving,results,NOUN_CHUNK,NOUN_CHUNK
495,WIOD source data,has,limitations,NOUN_CHUNK,NOUN_CHUNK
496,CROSS BORDER SERVICE,FLOWS,intangibles,NOUN_CHUNK,NOUN_CHUNK
497,Estimating,traded,share,NOUN_CHUNK,NOUN_CHUNK
498,METHODOLOGY,includes,number,NOUN_CHUNK,NOUN_CHUNK
499,future,involves,substantial uncertainty,NOUN_CHUNK,NOUN_CHUNK
500,Category,includes,sector,NOUN_CHUNK,NOUN_CHUNK
501,Category,includes,technologies,NOUN_CHUNK,NOUN_CHUNK
502,Category,reduce,transit times,NOUN_CHUNK,NOUN_CHUNK
503,of.e-commerce,translate,savings,ORG,NOUN_CHUNK
504,coverage,paper,data,NOUN_CHUNK,NOUN_CHUNK
505,digital technologies,transforming,global commerce,NOUN_CHUNK,NOUN_CHUNK
506,times,have,room                    viability,NOUN_CHUNK,NOUN_CHUNK
507,%,replaceable,Reduction,NOUN_CHUNK,NOUN_CHUNK
508,We.which,adopting,automation technologies,ORG,NOUN_CHUNK
509,EVs,estimate,trade,ORG,NOUN_CHUNK
510,McKinsey,obtained,input output table,ORG,NOUN_CHUNK
511,baseline case,assumes,change,NOUN_CHUNK,NOUN_CHUNK
512,EVs,reduce,oil trade,ORG,NOUN_CHUNK
513,Jensen,Overlooked,opportunity,PERSON,NOUN_CHUNK
514,Van Reenan,has,China.global value chains,PERSON,NOUN_CHUNK
515,illustrated user,guide.to,the World Input,NOUN_CHUNK,ORG
516,information,generate,economic          375 million workers,NOUN_CHUNK,NOUN_CHUNK
