,subject,relation,object,subject_type,object_type
387,artificial neural networks,had,three,NOUN_CHUNK,CARDINAL
388,deep learning networks,have,seven to ten or more,NOUN_CHUNK,CARDINAL
389,neural network,achieved,84 % correct score,ORG,NOUN_CHUNK
390,connections,Recurrent           Artificial neural networks,loops,NOUN_CHUNK,NOUN_CHUNK
391,grippers,pick,soft foods,NOUN_CHUNK,NOUN_CHUNK
392,workflows,require,data,NOUN_CHUNK,NOUN_CHUNK
393,bot,transformed,18Fs,NOUN_CHUNK,CARDINAL
394,Autor,Does,productivity,NOUN_CHUNK,NOUN_CHUNK
395,growth,threaten,employment,NOUN_CHUNK,NOUN_CHUNK
396,NBER,working,Autor,ORG,NOUN_CHUNK
397,Goldin,Managing,talent,PERSON,NOUN_CHUNK
398,The Review of Economics and Statistics,issue,93,ORG,CARDINAL
399,McKinsey & Company,Gaining,momentum,ORG,NOUN_CHUNK
400,advancing women equality,add,$12 trillion,NOUN_CHUNK,MONEY
401,Merisotis,needs,talent,PERSON,NOUN_CHUNK
402,Houghton Mifflin Harcourt,Exploring,effects,ORG,NOUN_CHUNK
403,Wei,Putting,renewables,PERSON,NOUN_CHUNK
404,clean energy industry,generate,jobs,NOUN_CHUNK,NOUN_CHUNK
405,leaders,An agenda,future,NOUN_CHUNK,NOUN_CHUNK
406,MGI report,explores,uses,NOUN_CHUNK,NOUN_CHUNK
407,MGI report,offers,solution,NOUN_CHUNK,NOUN_CHUNK
408,individuals,push,boundaries,NOUN_CHUNK,NOUN_CHUNK
