,subject,relation,object,subject_type,object_type
396,new.technologies,require,basic financial literacy,NOUN_CHUNK,NOUN_CHUNK
397,United States,gain,access,GPE,NOUN_CHUNK
398,young people,achieve,major milestones,NOUN_CHUNK,NOUN_CHUNK
399,workers,experiencing,continued,NOUN_CHUNK,NOUN_CHUNK
400,balance,differs,ideology,NOUN_CHUNK,NOUN_CHUNK
401,public sector,increasing,spending,NOUN_CHUNK,NOUN_CHUNK
402,spending,increases,pressure,NOUN_CHUNK,NOUN_CHUNK
403,individuals,increasing,management,NOUN_CHUNK,NOUN_CHUNK
404,elderly people,stretched,certain technologies,NOUN_CHUNK,NOUN_CHUNK
405,countries,we,unsustainable public debt levels,NOUN_CHUNK,NOUN_CHUNK
406,combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
407,combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
408,12.3 -3.8,-15.5,0.5 4.8,QUANTITY,CARDINAL
409,Combined risk,lost,wages,NOUN_CHUNK,NOUN_CHUNK
410,Countries,provide,diversity,NOUN_CHUNK,NOUN_CHUNK
411,Broadband speed,mean,download speed,NOUN_CHUNK,NOUN_CHUNK
412,Countries,provide,diversity,NOUN_CHUNK,NOUN_CHUNK
413,Countries,provide,diversity,NOUN_CHUNK,NOUN_CHUNK
414,data,reflects,individual,NOUN_CHUNK,NOUN_CHUNK
415,individuals,work,outcomes,NOUN_CHUNK,NOUN_CHUNK
416,population,aged,15 years,NOUN_CHUNK,DATE
417,the.share,increased,4.2 percentage.points,NOUN_CHUNK,NOUN_CHUNK
418,"ex-offenders,.which",affects,prospects,PERSON,NOUN_CHUNK
419,346 High skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
420,Middle skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
421,Low skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
422,private sector Job Quality Index,Building,good jobs economy,NOUN_CHUNK,NOUN_CHUNK
423,Occupational Employment Statistics data,excludes,farming employment,NOUN_CHUNK,NOUN_CHUNK
424,349.Employee wage nonwage compensation,provides,breakdown,NOUN_CHUNK,NOUN_CHUNK
425,Civilian workers,include,those.employed,NOUN_CHUNK,NOUN_CHUNK
426,spending,excludes,government spending,NOUN_CHUNK,NOUN_CHUNK
427,households,In,negative.asset balances,NOUN_CHUNK,NOUN_CHUNK
428,exclusion,was,leadership,NOUN_CHUNK,NOUN_CHUNK
429,2000,calculated,estimated social pension spending,DATE,NOUN_CHUNK
430,projected increase,attributed,remaining increase,NOUN_CHUNK,NOUN_CHUNK
431,total working age population,change,established cutoffs,NOUN_CHUNK,NOUN_CHUNK
432,The OECD,defines,prime-age            OECD Stat,ORG,ORG
433,Actual hours,include,regular work hours,TIME,TIME
434,workers,defined,       OECD Stat,NOUN_CHUNK,NOUN_CHUNK
435,The OECD,standardized,agencies,ORG,NOUN_CHUNK
436,Temporary                Temporary employment,includes,wage salary               OECD Stat,NOUN_CHUNK,NOUN_CHUNK
437,job,employment              workers,predetermined termination,NOUN_CHUNK,NOUN_CHUNK
438,Permanent                Permanent employment,includes,wage salary               OECD Stat,NOUN_CHUNK,NOUN_CHUNK
439,job,employment              workers,predetermined,NOUN_CHUNK,NOUN_CHUNK
440,The OECD,defines,indicator,ORG,NOUN_CHUNK
441,equivalized            ,expresses,share,ORG,NOUN_CHUNK
442,income share            taxes,ordered,Inequality,NOUN_CHUNK,NOUN_CHUNK
443,Mixed income,reports,Economy,NOUN_CHUNK,NOUN_CHUNK
444,High skill              High skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
445,Middle skill             Middle skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
446,Low skill                Low skill occupations,include,jobs,NOUN_CHUNK,NOUN_CHUNK
447,The HICP,measures,change,ORG,NOUN_CHUNK
448,Index,acquired,National,NOUN_CHUNK,NOUN_CHUNK
449,consumption segments,follow,the COICOP,NOUN_CHUNK,ORG
450,services,covers,actual monetary transactions,NOUN_CHUNK,NOUN_CHUNK
451,internet access,had,access,NOUN_CHUNK,NOUN_CHUNK
452,Nonbasic spending,refers,agencies,NOUN_CHUNK,NOUN_CHUNK
453,Basic goods spending,refers,agencies,NOUN_CHUNK,NOUN_CHUNK
454,indicator,captures,mean download speed,NOUN_CHUNK,NOUN_CHUNK
455,quality             respondents,rank,competence,NOUN_CHUNK,NOUN_CHUNK
456,Broadband,includes,a financial             Global Institute,ORG,ORG
457,healthcare             insurance,covers,cost,ORG,NOUN_CHUNK
458,indicator,measures,number,NOUN_CHUNK,NOUN_CHUNK
459,household,overcrowded,        Database,NOUN_CHUNK,NOUN_CHUNK
460,indicator,measures,number,NOUN_CHUNK,NOUN_CHUNK
461,babies,weighing,"less than 2,500 grams",NOUN_CHUNK,QUANTITY
462,standardized death rates,enable,comparability,NOUN_CHUNK,NOUN_CHUNK
463,Healthy life expectancy,applies,disability,NOUN_CHUNK,NOUN_CHUNK
464,expectancy,compute,equivalent        Organization,NOUN_CHUNK,NOUN_CHUNK
465,Indicator,measures,net wealth,NOUN_CHUNK,NOUN_CHUNK
466,net           Indicator,measures,average net wealth,NOUN_CHUNK,NOUN_CHUNK
467,net household saving rate,represents,                OECD Stat,NOUN_CHUNK,NOUN_CHUNK
468,wealth,excludes,pension plans,NOUN_CHUNK,NOUN_CHUNK
469,Net wealth,excludes,pension,NOUN_CHUNK,NOUN_CHUNK
470,people,known,pensions,NOUN_CHUNK,NOUN_CHUNK
471,Proportion,captures,level,NOUN_CHUNK,NOUN_CHUNK
472,literate,display,basic knowledge,NOUN_CHUNK,NOUN_CHUNK
473,individuals,equivalized,net wealth,NOUN_CHUNK,NOUN_CHUNK
474,than 25 percent,excludes,pension schemes,PERCENT,NOUN_CHUNK
475,individuals,equivalized,net wealth,NOUN_CHUNK,NOUN_CHUNK
476,than 50 percent,excludes,pension schemes,PERCENT,NOUN_CHUNK
477,Cboe Volatility,forecasts,volatility,NOUN_CHUNK,NOUN_CHUNK
478,metric,captures,strictness,NOUN_CHUNK,NOUN_CHUNK
479,metric,captures,strictness,NOUN_CHUNK,NOUN_CHUNK
480,Indicator,captures,share,NOUN_CHUNK,NOUN_CHUNK
481,metrics,capture,regulatory barriers,NOUN_CHUNK,NOUN_CHUNK
482,Indicator,captures,stock,NOUN_CHUNK,NOUN_CHUNK
483,indexes,measure,18 rental market regulations,NOUN_CHUNK,NOUN_CHUNK
484,healthcare           private insurance,covers,cost,NOUN_CHUNK,NOUN_CHUNK
485,active,involve,inter - personal redistribution,NOUN_CHUNK,NOUN_CHUNK
486,Social spending         Social spending,includes,spending,NOUN_CHUNK,NOUN_CHUNK
487,Social spending         Social spending,includes,spending,NOUN_CHUNK,NOUN_CHUNK
488,Public sector            Public spending,includes,direct              OECD Stat,NOUN_CHUNK,NOUN_CHUNK
489,indicator,includes,noncategorical cash benefits,NOUN_CHUNK,NOUN_CHUNK
490,indicator,includes,spending,NOUN_CHUNK,NOUN_CHUNK
491,McKinsey Global Institute,Testing,resilience,ORG,NOUN_CHUNK
492,productivity,Routledge,the day,NOUN_CHUNK,DATE
493,Nolan,Generating,Prosperity,PERSON,NOUN_CHUNK
494,inequality benefits,add,$12 trillion,NOUN_CHUNK,MONEY
495,Saint-Martin,Does,pay,PERSON,NOUN_CHUNK
496,Snower,Exploring,"a new social.contract, Brookings Institution",ORG,ORG
497,July 2019).This report,explores,question,NOUN_CHUNK,NOUN_CHUNK
498,July 2019).This report,analyzes,"3,000 counties",NOUN_CHUNK,NOUN_CHUNK
499,effort,provides,answers,NOUN_CHUNK,NOUN_CHUNK
