,index,entities,labels,size
815,2314,Office for National Statistics,ORG,2
816,2359,Paul Krugman,PERSON,2
817,1937,January 2015,DATE,2
818,1941,January 2020,DATE,2
819,2347,Palgrave Macmillan,ORG,2
820,1948,January/February 2020,DATE,2
821,2342,PSID,ORG,2
822,1955,Jean-Jacques Rousseau,PERSON,2
823,2329,Outperformers,PERSON,2
824,1974,Johannes Eugster,PERSON,2
825,1978,John Cisternino,PERSON,2
826,1982,John Komlos,PERSON,2
827,1985,John Rawls,PERSON,2
828,2313,"October 21, 2019",DATE,2
829,2265,November 2018,DATE,2
830,1996,Joseph,PERSON,2
831,2310,October 2017,DATE,2
832,2306,October 2011,DATE,2
833,2305,October 2009,DATE,2
834,2297,October,DATE,2
835,2021,June,DATE,2
836,2030,June 2017,DATE,2
837,2031,June 2018,DATE,2
838,2279,OECD Health,ORG,2
839,2272,OECD Affordable Housing,ORG,2
840,2269,Number 4,CARDINAL,2
841,2268,"November 4, 2019",DATE,2
842,2537,Susan Lund,PERSON,2
843,1662,December 2016,DATE,2
844,1233,76 percent,PERCENT,2
845,1661,December 2005,DATE,2
846,1354,Abdulla Abdulaal,PERSON,2
847,1361,Acemoglu,PERSON,2
848,2740,Zucman,PERSON,2
849,2739,Zhiyao Lucy Lu,PERSON,2
850,2738,Zero-hour,TIME,2
851,1370,African Americans,NORP,2
852,2734,Yeltsin,GPE,2
853,1372,Alan B. Krueger,PERSON,2
854,2733,Yale University Press,ORG,2
855,1377,Alexander Hijzen,PERSON,2
856,1378,Alice Rustique,PERSON,2
857,1387,Alvin Hansen,PERSON,2
858,1397,American Enterprise Institute,ORG,2
859,2714,"Working
                                                                                    Conditions
                                                                                    Survey",ORG,2
860,1407,Ana Kent,PERSON,2
861,2710,Workers,ORG,2
862,1410,Andreas Kappeler,PERSON,2
863,2703,Western Europe,LOC,2
864,2701,Washington Post,ORG,2
865,1420,Annamaria Lusardi,PERSON,2
866,1423,Anne-Marie Slaughter,PERSON,2
867,1431,Anu Madgavkar,PERSON,2
868,1434,Apple,ORG,2
869,2690,VoxEU,ORG,2
870,1437,"April 1, 2015",DATE,2
871,1440,April 2005,DATE,2
872,1442,April 2015,DATE,2
873,2748,a quarter,CARDINAL,2
874,1345,A Biography of the Welfare State,WORK_OF_ART,2
875,1343,>50%,PERCENT,2
876,2792,almost one-fourth,CARDINAL,2
877,1247,8 percent,PERCENT,2
878,1248,8%,PERCENT,2
879,1255,8.1,CARDINAL,2
880,1260,8.70,MONEY,2
881,1264,80,DATE,2
882,1266,80 percent,PERCENT,2
883,1267,80 to 85 cents,MONEY,2
884,1269,"80,659",MONEY,2
885,1270,81,CARDINAL,2
886,1273,82,CARDINAL,2
887,1274,83,CARDINAL,2
888,1276,83 percent,PERCENT,2
889,2790,almost four,CARDINAL,2
890,2757,about 170 million,CARDINAL,2
891,2784,almost 19 million,CARDINAL,2
892,1302,9.1 percent,PERCENT,2
893,1303,9.10,MONEY,2
894,1306,9.3,PERSON,2
895,1311,9.6,CARDINAL,2
896,1314,9.9,CARDINAL,2
897,1321,92 percent,PERCENT,2
898,1323,93,CARDINAL,2
899,1325,94,CARDINAL,2
900,1333,96 cents,MONEY,2
901,1336,97 percent,PERCENT,2
902,2758,about 180 million,CARDINAL,2
903,2684,Vietnam,GPE,2
904,1445,April 2019,DATE,2
905,2683,Vanguard,ORG,2
906,1598,Citizens,ORG,2
907,1557,COICP,ORG,2
908,1558,CPI,ORG,2
909,1559,CT,GPE,2
910,1560,California,GPE,2
911,2608,The United Kingdom,GPE,2
912,2605,The Three Worlds of Welfare Capitalism,WORK_OF_ART,2
913,2603,The Three Worlds of Welfare Capitalism,EVENT,2
914,2601,The Soviet Social Contract,ORG,2
915,2597,The Quarterly Journal of Economics,ORG,2
916,2592,The Penguin Press,ORG,2
917,1592,Choice,ORG,2
918,1594,Christian Broda,PERSON,2
919,2578,The Emergence of the Welfare State,ORG,2
920,966,3rd,ORDINAL,2
921,1606,Congress,ORG,2
922,2576,The Economic History of Britain,WORK_OF_ART,2
923,2573,The Century Foundation,ORG,2
924,1614,Cornell University,ORG,2
925,2569,The Age of Diminished Expectations:,LAW,2
926,1621,Cyrille Schwellnus,PERSON,2
927,2567,Thatcher,PERSON,2
928,2561,Tech for Good,WORK_OF_ART,2
929,1636,Danielle Venn,PERSON,2
930,1639,Daron,PERSON,2
931,1652,David Moss,PERSON,2
932,2549,"Switzerland
                                                                                                                                                                         ",ORG,2
933,2611,The past two decades,DATE,2
934,2618,Thomas Hobbes,PERSON,2
935,2681,VIX,PRODUCT,2
936,1484,BBVA,ORG,2
937,1451,Ashish K. Jha,PERSON,2
938,1454,Atlantic,LOC,2
939,2674,University,ORG,2
940,2672,"United States1
                                                                 Youth",PERSON,2
941,1462,August 1990,DATE,2
942,1465,August 2018 to August 2019,DATE,2
943,1468,"August 27, 2019",DATE,2
944,2669,United States 1,ORG,2
945,1472,Australian,NORP,2
946,1478,Avinash Collis,PERSON,2
947,2663,United                                -        ,ORG,2
948,2661,"United
                                                                                                                                                          ",ORG,2
949,1486,BNP Paribas EcoFlash,ORG,2
950,1537,Brezhnev,PERSON,2
951,1493,"Belgium




                                                                                                                                                                             Norway
                                                                                                                    ",ORG,2
952,1497,Ben S. Bernanke,PERSON,2
953,1499,Benefits,ORG,2
954,2649,US Bureau of Labor Statistics,ORG,2
955,2646,UNU,ORG,2
956,1506,Berlin,GPE,2
957,1509,Bertrand Garbinti,PERSON,2
958,2640,UBS,ORG,2
959,1517,Between 2000 and 2013,DATE,2
960,1520,Between 2002 and 2018,DATE,2
961,2630,Tokyo,GPE,2
962,1527,Bob Pisani,PERSON,2
963,1551,Business Roundtable,ORG,2
964,1089,51 percent,PERCENT,2
965,2178,Melbourne,GPE,2
966,731,25,DATE,2
967,734,25 to 64,DATE,2
968,496,1982,DATE,2
969,737,25 years,DATE,2
970,739,"25,000",MONEY,2
971,3041,just 1 percent,PERCENT,2
972,117,-75,MONEY,2
973,326,124,CARDINAL,2
974,3039,just 0.4 percent,PERCENT,2
975,327,125,CARDINAL,2
976,495,1980,DATE,2
977,328,126,CARDINAL,2
978,115,-71,DATE,2
979,330,127,CARDINAL,2
980,751,26,DATE,2
981,3193,roughly 140 million,CARDINAL,2
982,3045,just 28 percent,PERCENT,2
983,324,122,CARDINAL,2
984,524,2.0 to 6.0 percent,PERCENT,2
985,322,121,CARDINAL,2
986,142,0.2 percent,PERCENT,2
987,309,119,CARDINAL,2
988,138,0.2,DATE,2
989,132,0.03,CARDINAL,2
990,129,0%,PERCENT,2
991,512,1995–2015,CARDINAL,2
992,3183,"recent
                                decades",DATE,2
993,507,1993,DATE,2
994,721,240 million,CARDINAL,2
995,3052,just ten years,DATE,2
996,506,1991,DATE,2
997,3050,just 7 percent,PERCENT,2
998,3049,just 62 percent,PERCENT,2
999,321,1209–2004,CARDINAL,2
1000,3047,just 31 percent,PERCENT,2
1001,3032,industrial revolution,EVENT,2
1002,3031,"individuals2

             Workers",ORG,2
1003,110,-7,PERSON,2
1004,3394,thirty,CARDINAL,2
1005,791,287,CARDINAL,2
1006,92,-4%,PERCENT,2
1007,795,29,DATE,2
1008,461,1830,DATE,2
1009,3409,today than 20 years ago,DATE,2
1010,360,14%,PERCENT,2
1011,803,293,CARDINAL,2
1012,459,1800–2014,CARDINAL,2
1013,458,180,CARDINAL,2
1014,457,18.80,MONEY,2
1015,456,18.70,MONEY,2
1016,85,-3.6,DATE,2
1017,816,3 subindexes,QUANTITY,2
1018,817,3 to 7 percent,PERCENT,2
1019,76,-2.8,DATE,2
1020,3215,six fewer weeks,DATE,2
1021,352,139,CARDINAL,2
1022,3003,"greater than $60,000",MONEY,2
1023,343,132,CARDINAL,2
1024,3194,roughly 165 million,CARDINAL,2
1025,3195,roughly 200 million,CARDINAL,2
1026,336,"13, June 2019",DATE,2
1027,339,13.7,CARDINAL,2
1028,3017,hourly,DATE,2
1029,3399,thousand,CARDINAL,2
1030,347,135,CARDINAL,2
1031,470,"18952, April 2013",DATE,2
1032,98,-40,DATE,2
1033,348,136,CARDINAL,2
1034,3404,three months,DATE,2
1035,350,1373,CARDINAL,2
1036,479,190,CARDINAL,2
1037,476,19 percent,PERCENT,2
1038,308,118,CARDINAL,2
1039,306,116,CARDINAL,2
1040,823,3.0,CARDINAL,2
1041,3110,more than five,CARDINAL,2
1042,261,10.8,CARDINAL,2
1043,207,1.1 percent,PERCENT,2
1044,3312,the UN Human Development Index,ORG,2
1045,3341,the day,DATE,2
1046,649,2030,CARDINAL,2
1047,3342,the decade,DATE,2
1048,203,1.1,GPE,2
1049,202,1.1,CARDINAL,2
1050,199,"1,035",MONEY,2
1051,588,2007–16,CARDINAL,2
1052,266,"100 = $29
     ",MONEY,2
1053,655,2050,DATE,2
1054,3098,more than 205 million,CARDINAL,2
1055,271,"100,000",CARDINAL,2
1056,580,2004–16,CARDINAL,2
1057,3337,the age of 65,DATE,2
1058,255,10.2,CARDINAL,2
1059,305,115 million,CARDINAL,2
1060,3114,more than six,CARDINAL,2
1061,239,1.8,DATE,2
1062,240,1.8 percent,PERCENT,2
1063,626,20173,DATE,2
1064,229,1.6,PERSON,2
1065,627,20175,CARDINAL,2
1066,227,1.5 years,DATE,2
1067,611,20153,DATE,2
1068,248,10 and 12 percent,PERCENT,2
1069,3117,more than two-thirds,CARDINAL,2
1070,636,20182,CARDINAL,2
1071,606,20144,DATE,2
1072,605,20143,CARDINAL,2
1073,253,10.1,CARDINAL,2
1074,638,20183,CARDINAL,2
1075,3137,number 180 million,CARDINAL,2
1076,660,2060,DATE,2
1077,3308,"the Trades Union
        ",ORG,2
1078,188,07,CARDINAL,2
1079,579,2004–15,ORG,2
1080,550,20 to 25 percent,PERCENT,2
1081,156,0.6,CARDINAL,2
1082,3070,less than 50 percent,PERCENT,2
1083,537,2.6,CARDINAL,2
1084,3293,the McKinsey Global Institute,ORG,2
1085,298,111,CARDINAL,2
1086,299,112,CARDINAL,2
1087,533,2.4 percent,PERCENT,2
1088,302,114,CARDINAL,2
1089,151,0.40,MONEY,2
1090,3369,the past 25 years,DATE,2
1091,304,115,CARDINAL,2
1092,527,2.1 years,DATE,2
1093,3065,less than 1 percent,PERCENT,2
1094,147,0.4,GPE,2
1095,162,0.7,CARDINAL,2
1096,683,21st-century,DATE,2
1097,3082,million,CARDINAL,2
1098,179,0.9,DATE,2
1099,3095,more than 160 million,CARDINAL,2
1100,664,20th,ORDINAL,2
1101,274,103,CARDINAL,2
1102,667,21,DATE,2
1103,276,104,ORG,2
1104,3306,"the Survey Research Center, Institute
                                 for Social Research",ORG,2
1105,569,2000–16,CARDINAL,2
1106,3084,monthly,DATE,2
1107,3092,more than 125 million,CARDINAL,2
1108,278,"104,371",MONEY,2
1109,172,0.8                          ,MONEY,2
1110,671,"21.0
                                 percent",PERCENT,2
1111,3158,over 65,DATE,2
1112,678,215 million,CARDINAL,2
1113,3420,two decades ago,DATE,2
1114,3395,this century,DATE,2
1115,366,14.8 percent,PERCENT,2
1116,913,335,CARDINAL,2
1117,903,328,CARDINAL,2
1118,904,329,CARDINAL,2
1119,3442,workweek,DATE,2
1120,2950,earlier than 2012,DATE,2
1121,908,330,CARDINAL,2
1122,910,332,CARDINAL,2
1123,432,17,DATE,2
1124,914,336,CARDINAL,2
1125,436,170,CARDINAL,2
1126,915,337,CARDINAL,2
1127,33,", %",PERCENT,2
1128,916,338,CARDINAL,2
1129,3447,year-on-year,DATE,2
1130,917,339,CARDINAL,2
1131,3255,the 1930s,DATE,2
1132,395,15.8,CARDINAL,2
1133,902,327,CARDINAL,2
1134,901,326,CARDINAL,2
1135,376,148,CARDINAL,2
1136,381,15 and older,DATE,2
1137,3225,social security,ORG,2
1138,881,314,CARDINAL,2
1139,883,316,CARDINAL,2
1140,444,1762,DATE,2
1141,886,318,CARDINAL,2
1142,54,-0.9,PERSON,2
1143,894,320,CARDINAL,2
1144,895,321,CARDINAL,2
1145,3230,starting year,DATE,2
1146,896,322,CARDINAL,2
1147,385,15 to 24 years old,DATE,2
1148,387,15 to 64 years,DATE,2
1149,2951,earliest year,DATE,2
1150,899,324,CARDINAL,2
1151,900,325,CARDINAL,2
1152,3435,weekly hours,TIME,2
1153,428,167,CARDINAL,2
1154,922,34.0,CARDINAL,2
1155,25,%,DATE,2
1156,3469, Civic,ORG,2
1157,947,37%,PERCENT,2
1158,15,$260 billion,MONEY,2
1159,402,152,CARDINAL,2
1160,3467,,ORG,2
1161,954,38 percent,PERCENT,2
1162,3468, Adherence,ORG,2
1163,956,38%,PERCENT,2
1164,3470, Contributions,ORG,2
1165,923,34.2,CARDINAL,2
1166,3471, Education,ORG,2
1167,958,38.2,CARDINAL,2
1168,3472, Savings,ORG,2
1169,961,39,DATE,2
1170,411,16,MONEY,2
1171,963,39%,PERCENT,2
1172,3473, Taxes,ORG,2
1173,423,161,CARDINAL,2
1174,942,36,DATE,2
1175,939,351,CARDINAL,2
1176,424,162,CARDINAL,2
1177,924,340,CARDINAL,2
1178,925,341,CARDINAL,2
1179,24,%,CARDINAL,2
1180,926,342,CARDINAL,2
1181,927,343,CARDINAL,2
1182,928,344,CARDINAL,2
1183,929,345,CARDINAL,2
1184,399,150,MONEY,2
1185,930,346,CARDINAL,2
1186,931,347,CARDINAL,2
1187,932,348,CARDINAL,2
1188,933,349,CARDINAL,2
1189,401,151,CARDINAL,2
1190,937,350,CARDINAL,2
1191,425,163,CARDINAL,2
1192,879,312,CARDINAL,2
1193,909,331,CARDINAL,2
1194,868,309,CARDINAL,2
1195,374,146,CARDINAL,2
1196,831,3.2 percent,PERCENT,2
1197,65,-100,CARDINAL,2
1198,372,144,CARDINAL,2
1199,872,31 million,CARDINAL,2
1200,369,141,CARDINAL,2
1201,452,18 to 20 years,DATE,2
1202,836,3.4 percent,PERCENT,2
1203,871,31,DATE,2
1204,844,3.8 percent,PERCENT,2
1205,451,18 percent,PERCENT,2
1206,869,30–44,CARDINAL,2
1207,864,305,CARDINAL,2
1208,865,306,CARDINAL,2
1209,371,143,CARDINAL,2
1210,70,-19,DATE,2
1211,867,308,CARDINAL,2
1212,866,307,CARDINAL,2
1213,63,-10,CARDINAL,2
1214,862,303,CARDINAL,2
1215,863,304,CARDINAL,2
1216,856,"30,000–$60,000",MONEY,2
1217,861,302,CARDINAL,2
1218,73,-2.2,PERSON,2
1219,876,310,CARDINAL,2
1220,878,311,CARDINAL,2
1221,60,-1.6,ORG,2
1222,860,301,CARDINAL,2
1223,3426,under 30,DATE,2
1224,74,-2.4,DATE,2
1225,2432,Roughly 335 million,CARDINAL,1
1226,2519,States2,PERSON,1
1227,3272,the Business Roundtable,ORG,1
1228,2545,Sweden.se,ORG,1
1229,2503,South Carolina,GPE,1
1230,3269,the British Industrial Revolution,ORG,1
1231,3311,"the UN Human Development
        ",ORG,1
1232,2434,Rowntree,PERSON,1
1233,2435,Rowntrees,PERSON,1
1234,3252,"the
years 2000 to 2017",DATE,1
1235,3310,the Twenty-First Century,EVENT,1
1236,2444,Sabine,GPE,1
1237,3253,the 17th and 18th centuries,DATE,1
1238,3271,the Bureau of Labor Statistics,ORG,1
1239,3270,the Brookings Institution,ORG,1
1240,3307,the Taylor Review,WORK_OF_ART,1
1241,2440,SAP,ORG,1
1242,2441,Sabel,ORG,1
1243,2517,Starbucks,ORG,1
1244,2442,Sabel,PERSON,1
1245,3309,the Trades Union Congress,ORG,1
1246,2443,Sabel,WORK_OF_ART,1
1247,2439,"S&P Global
         Financial Literacy Survey",ORG,1
1248,2506,South Korea3,GPE,1
1249,2438,Ryan Nunn,PERSON,1
1250,2437,Ryan McDevitt,PERSON,1
1251,2436,"Ryan
          McDevitt",PERSON,1
1252,2431,Roughly 120 million,CARDINAL,1
1253,2482,Silicon Valley,LOC,1
1254,2430,Ronald,PERSON,1
1255,3266,the Affordable Care Act,LAW,1
1256,2511,"Spain
                                                                                                                                           ",GPE,1
1257,3318,"the United
                            Kingdom",GPE,1
1258,2516,Standard Occupational Classification System,ORG,1
1259,2419,Robert Allen,PERSON,1
1260,2418,Robert,PERSON,1
1261,2417,Richard Johnson,PERSON,1
1262,3319,"the United
                            States",GPE,1
1263,2416,Richard Fry,PERSON,1
1264,2415,Richard Cooper,PERSON,1
1265,3320,"the United
                           States",GPE,1
1266,3265,"the Affordable
Care Act",LAW,1
1267,2512,Spain2,DATE,1
1268,3321,"the United
              States",GPE,1
1269,3322,"the United
           States",GPE,1
1270,2413,Retirement trends of baby boomers,WORK_OF_ART,1
1271,3264,"the 21st century
",DATE,1
1272,2551,Sébastien Martin,PERSON,1
1273,3323,"the United
     States",GPE,1
1274,2513,Spring 2011,DATE,1
1275,3317,"the United
                              States",GPE,1
1276,3267,the Aspen Institute’s,ORG,1
1277,2546,Swedish,NORP,1
1278,2421,Robert Shiller,PERSON,1
1279,2509,Soviet,NORP,1
1280,2429,Romain Bouis,PERSON,1
1281,3273,"the Business Roundtable
     ",ORG,1
1282,2547,Swiss,NORP,1
1283,3268,the Black Car Fund,ORG,1
1284,3313,the US Bureau of Labor Statistics 2018,ORG,1
1285,3251,"the
United States",GPE,1
1286,2428,"Romain A., et al.",PERSON,1
1287,2427,Romain A. Duval et al.,PERSON,1
1288,3314,the US Congressional Budget Office,ORG,1
1289,2425,Romain,PERSON,1
1290,3250,"the
Netherlands",GPE,1
1291,3249,"the
  United States",GPE,1
1292,3315,the US Private Sector Job Quality,ORG,1
1293,3248,"the
    21st century",DATE,1
1294,3247,"the
     1990s",DATE,1
1295,2422,Robin Wigglesworth,PERSON,1
1296,3316,"the United
                                  Kingdom",GPE,1
1297,2550,Sébastian Martin,PERSON,1
1298,2521,Stefan Bender,PERSON,1
1299,2447,Saint-Martin,PERSON,1
1300,2445,Sabine Laudage,PERSON,1
1301,3324,"the United
    Kingdom",GPE,1
1302,2491,Social Progress Imperative,ORG,1
1303,3286,the Institute for Fiscal Studies,ORG,1
1304,2492,Social Research,ORG,1
1305,2524,Stephanie Savir,PERSON,1
1306,2536,Superstars,WORK_OF_ART,1
1307,2474,Shafik,GPE,1
1308,2473,Seventh,ORDINAL,1
1309,2472,"September 3, 2019",DATE,1
1310,2471,"September 24, 2012",DATE,1
1311,2535,Superstar,WORK_OF_ART,1
1312,3287,the Institute for Social Research,ORG,1
1313,3288,the International Labor Organization,ORG,1
1314,3258,the 1970s,DATE,1
1315,3289,the International Monetary Fund,ORG,1
1316,2467,September 2014,DATE,1
1317,2538,Susan N.,PERSON,1
1318,3290,"the John F. Kennedy
     School of Government",FAC,1
1319,3278,the European Central Bank,ORG,1
1320,3285,the Independent Workers of Great Britain,ORG,1
1321,3284,the Graduate School,ORG,1
1322,2523,Stephanie Carlton,PERSON,1
1323,3281,the European Commission,ORG,1
1324,2483,Simon & Schuster,ORG,1
1325,3280,"the European Centre for the Development of
Vocational Training",ORG,1
1326,2530,Strom,EVENT,1
1327,2485,Sixth,ORDINAL,1
1328,2486,Skype,ORG,1
1329,2527,Stockholm,GPE,1
1330,2488,Social         Bauer,ORG,1
1331,2481,Shubham Singhal,PERSON,1
1332,2531,Stuart Butler,PERSON,1
1333,3283,"the European Union
",ORG,1
1334,2479,Shilpi Sharma,PERSON,1
1335,3261,the 20th,DATE,1
1336,2489,Social Expenditure,ORG,1
1337,2478,Shanya,GPE,1
1338,3279,the European Central Bank’s,ORG,1
1339,3262,the 21st Century,DATE,1
1340,2534,Sunju Lee,PERSON,1
1341,2525,Stern School of Business,ORG,1
1342,2539,Susan N. Houseman,PERSON,1
1343,2466,"September 11, 2016",DATE,1
1344,2501,Some 14 million,CARDINAL,1
1345,2450,"San Francisco


",GPE,1
1346,2455,Satanic Mills,ORG,1
1347,2454,Sarah Portik,PERSON,1
1348,2497,"Society
                                for Human Resource Management",ORG,1
1349,2453,Sarah Cwiek,PERSON,1
1350,2498,Society for Human Resource Management,ORG,1
1351,2452,Sandrine Devillard,PERSON,1
1352,3300,the Organisation for Economic Co,ORG,1
1353,2499,"Socius: Sociological Research for a
",WORK_OF_ART,1
1354,2500,Socrates,PERSON,1
1355,2457,Savers,ORG,1
1356,3301,the Period 1 and Period 2,DATE,1
1357,2448,Sally Weale,PERSON,1
1358,3302,"the SAFE Policy Center
     ",ORG,1
1359,2528,"Stockholm University
",ORG,1
1360,3303,the State University of New York,ORG,1
1361,3254,the 1850s,DATE,1
1362,3304,"the Survey Research Center, Institute
                                     ",ORG,1
1363,3305,"the Survey Research Center, Institute
                                      for Social Research",ORG,1
1364,2456,Saunders,PERSON,1
1365,3274,the Canberra Group,ORG,1
1366,3277,the English Industrial Revolution,ORG,1
1367,3256,the 1950s,DATE,1
1368,3276,the Credit Suisse Global Wealth Report,ORG,1
1369,2540,Sustainable Governance Indicators,ORG,1
1370,2514,Spring 2018,DATE,1
1371,3257,the 1960s,DATE,1
1372,3291,the Labor Force Survey,ORG,1
1373,2495,Social Security System,ORG,1
1374,3292,the Massachusetts Institute of Technology,ORG,1
1375,2542,"Sven Smit
",PERSON,1
1376,3275,the Center for European Studies,ORG,1
1377,2458,Saxenian,PERSON,1
1378,2463,Seattle,GPE,1
1379,2462,Scottish,NORP,1
1380,2461,Scotland,GPE,1
1381,3294,"the McKinsey Global Institute
",ORG,1
1382,3295,"the National
                                                                                       Academy of Sciences",ORG,1
1383,3296,the National Academy of Sciences,ORG,1
1384,3298,the OECD Economic Survey,ORG,1
1385,3299,the OECD Wealth Distribution Database,ORG,1
1386,2411,Resilience,ORG,1
1387,2356,Paul,PERSON,1
1388,2410,Research Institute,ORG,1
1389,2232,New America Foundation,ORG,1
1390,2260,"November 10, 2010",DATE,1
1391,2259,"November
        2019",DATE,1
1392,3405,three to 11 weeks,DATE,1
1393,2258,"Notes
                   ",PRODUCT,1
1394,3407,three-quarters,CARDINAL,1
1395,2256,Northern Ireland,GPE,1
1396,2255,Norman Gash,PERSON,1
1397,2254,Norman,PERSON,1
1398,2253,Nonbasic,WORK_OF_ART,1
1399,2252,Nolan,PERSON,1
1400,2251,Nobel laureates,WORK_OF_ART,1
1401,2250,Nobel,WORK_OF_ART,1
1402,2249,Noam Scheiber,PERSON,1
1403,2248,Ninth,ORDINAL,1
1404,2247,Nienke Beuwer,PERSON,1
1405,2246,Nicolas Lecaussin,PERSON,1
1406,3411,tomorrow (July 2019,DATE,1
1407,2245,Nick Romeo,PERSON,1
1408,2244,Nicholas Timmins,PERSON,1
1409,2243,Nicholas,PERSON,1
1410,2242,New Zealand’s,GPE,1
1411,3412,"tomorrow, 2019",DATE,1
1412,2240,New Yorkers,NORP,1
1413,3413,traders.153,GPE,1
1414,2239,New York University,ORG,1
1415,3414,training.276,PERSON,1
1416,2237,New York State,GPE,1
1417,3415,treasury,ORG,1
1418,3416,"trends.61
",PERCENT,1
1419,2261,"November 12, 2019",DATE,1
1420,2262,"November 15, 2018",DATE,1
1421,2263,"November 17, 2019",DATE,1
1422,3392,things.169,NORP,1
1423,3387,the year 2000,DATE,1
1424,2291,"OECD Social, Employment and Migration",ORG,1
1425,2290,OECD Social,ORG,1
1426,3388,"the year after
",DATE,1
1427,2289,OECD Regional Outlook,ORG,1
1428,2288,"OECD Population
                                   ",ORG,1
1429,2287,"OECD Population
            ",ORG,1
1430,2286,"OECD Population
          ",ORG,1
1431,2285,"OECD Population
      ",ORG,1
1432,2283,OECD Pensions Statistics,ORG,1
1433,3389,the years 2000 to 2017,DATE,1
1434,3390,the ‘Pledge to America’s Workers,WORK_OF_ART,1
1435,3391,their working hours,TIME,1
1436,2281,OECD Labor Force,ORG,1
1437,2264,November 2017,DATE,1
1438,2280,OECD Income Distribution and Poverty,ORG,1
1439,2278,OECD Employment by Education Level,ORG,1
1440,2275,OECD Economics Department,ORG,1
1441,3396,this past century,DATE,1
1442,2274,OECD Economic Survey,ORG,1
1443,2273,OECD Economic Outlook,ORG,1
1444,3397,those 25 to 54,DATE,1
1445,2271,"OECD Affordable
                                   Housing",ORG,1
1446,3398,those aged,DATE,1
1447,3400,thousands,CARDINAL,1
1448,3402,three,QUANTITY,1
1449,2267,"November 28, 2019",DATE,1
1450,3403,three decades,DATE,1
1451,3419,"two decades
                              ago",DATE,1
1452,2231,New America                 Database,ORG,1
1453,2293,OECD economies.184,ORG,1
1454,2230,"New America
     Foundation",ORG,1
1455,3440,workers.168,ORG,1
1456,2205,NHS England,ORG,1
1457,3443,www.mckinsey.com/mgi/publications/multimedia/,PRODUCT,1
1458,2203,"NA NA
                   ",ORG,1
1459,3445,xi =,PERSON,1
1460,3446,year,DATE,1
1461,3448,year-over-year,DATE,1
1462,3449,year.229,PERSON,1
1463,3450,yearly,DATE,1
1464,3452,years).14,ORG,1
1465,3454,zero to 0.6 percent,PERCENT,1
1466,3457,~1807,DATE,1
1467,3458,~2159,CARDINAL,1
1468,2197,More than a decade,DATE,1
1469,3459,~90%,PERCENT,1
1470,2195,Monthly,DATE,1
1471,2194,Mommsen,PERSON,1
1472,2193,Milton Friedman,PERSON,1
1473,3460,£6.3 billion,MONEY,1
1474,2192,Million,CARDINAL,1
1475,2191,Milanovic,PERSON,1
1476,2190,Mike Newman,PERSON,1
1477,3463,” Explorations in Economic History,WORK_OF_ART,1
1478,2189,"Middle       Low

                                                               Outcomes for consumers
Change",PRODUCT,1
1479,2188,Michael Spence,PERSON,1
1480,3464,"” Philosophical Transactions of the Royal Society:
               Mathematical",WORK_OF_ART,1
1481,2186,Michael I.,PERSON,1
1482,2182,Miatta Fahnbulleh,ORG,1
1483,2181,Mi Luo,PERSON,1
1484,3439,workers.13,PRODUCT,1
1485,3438,white families,ORG,1
1486,3437,white,PERSON,1
1487,2219,"National Institute of Economic and Social

                                                                                      L
Research",ORG,1
1488,3421,two to four,CARDINAL,1
1489,3422,two years,DATE,1
1490,3423,two-thirds,CARDINAL,1
1491,3424,under 12,DATE,1
1492,2229,"New
     Zealand",GPE,1
1493,2228,"New
          York,",GPE,1
1494,3425,under 12 years of age,DATE,1
1495,2226,Neslihan Ana Sönmez,PERSON,1
1496,2224,Nemat,PERSON,1
1497,2223,"Nelson D.
                                 Schwartz",PERSON,1
1498,2222,Nearly 43 percent,PERCENT,1
1499,2221,National Insurance Act,ORG,1
1500,3427,up to $1 trillion,MONEY,1
1501,3428,up to 100%,PERCENT,1
1502,2207,NPR,ORG,1
1503,2217,National Bureau of Economic Research Working Paper,ORG,1
1504,3429,up to 150 million,CARDINAL,1
1505,3430,up to 4.5 percent,PERCENT,1
1506,3431,up to 40 percent,PERCENT,1
1507,2216,"National Bureau of Economic Research
      ",ORG,1
1508,2215,National Bureau of Economic Research,ORG,1
1509,2214,"National
     Economic and Social Rights Initiative",ORG,1
1510,3432,vi                               ,ORG,1
1511,2213,"National
          Bureau of Economic Research",ORG,1
1512,2212,"National
                       Bureau of Economic Research",ORG,1
1513,3433,vs,PRODUCT,1
1514,2210,Nathan,PERSON,1
1515,2209,Nanette Byrnes,PERSON,1
1516,3386,the two decades,DATE,1
1517,2294,OES,ORG,1
1518,2409,Reconceptualizing Development,ORG,1
1519,3355,the mid-17th century,DATE,1
1520,3340,the century,DATE,1
1521,2377,"Peterson Institute
                                 for International Economics",ORG,1
1522,2376,Peter Mathias,PERSON,1
1523,2375,"Peter Hall
",PERSON,1
1524,3343,the early 1990s,DATE,1
1525,2373,Peter Gumbel,PERSON,1
1526,3345,the end of the 19th century,DATE,1
1527,3346,the end of the century,DATE,1
1528,2370,Perspectives on Psychological Science,WORK_OF_ART,1
1529,2369,Period 1,DATE,1
1530,3347,the first 20 years of the 21st century,DATE,1
1531,2368,Performance Lens,ORG,1
1532,2367,PensionBee,LOC,1
1533,2366,Penny Dash,PERSON,1
1534,2365,Penguin Books,ORG,1
1535,2364,Penguin,WORK_OF_ART,1
1536,2363,Pekka Himanen,PERSON,1
