,index,entities,labels,size
802,2576,Simon Dietz,PERSON,2
803,2050,Mauritania,GPE,2
804,2478,Russian,NORP,2
805,2476,Rupert et al.,PERSON,2
806,2467,Ronald J. Stouffer,PERSON,2
807,2321,Paolo Scussolini,PERSON,2
808,2351,Philip,ORG,2
809,2237,Nordhaus,ORG,2
810,2348,Peterson et al.,PERSON,2
811,2337,Perkins et al.,PERSON,2
812,2336,People's Committee of Ho Chi Minh City,ORG,2
813,2331,Patrick J. Bartlein,PERSON,2
814,2248,"November
     2011",DATE,2
815,2249,"November 13, 2017",DATE,2
816,2322,Papua New Guinea,GPE,2
817,2320,Palmer Drought Severity,WORK_OF_ART,2
818,2361,Pielke,ORG,2
819,2311,"PLOS ONE,",ORG,2
820,2310,PLOS,ORG,2
821,2304,Oxford University,ORG,2
822,2256,November 2015,DATE,2
823,2257,November 2016,DATE,2
824,2276,Ocean,LOC,2
825,2293,Olivier Boucher,PERSON,2
826,2291,Oliver Tonby,PERSON,2
827,2287,October 2018,DATE,2
828,2359,Phoenix,GPE,2
829,2229,Nigeria,GPE,2
830,2168,NOAA,ORG,2
831,2183,National Geographic,ORG,2
832,2460,Roger Pielke,PERSON,2
833,2458,Rogelj,GPE,2
834,2453,Robert Ward,PERSON,2
835,2174,Nathan J. L. Lenssen et al.,PERSON,2
836,2450,Robert M. DeConto,PERSON,2
837,2445,Ritchie,PERSON,2
838,2435,Richard J. Millar et al.,PERSON,2
839,2182,National Climate Assessment,EVENT,2
840,2434,Richard J. Millar,PERSON,2
841,2412,Regine Hock,PERSON,2
842,2227,Niger,GPE,2
843,2197,"Nature Climate
     Change",WORK_OF_ART,2
844,2407,Rajat Gupta,PERSON,2
845,2401,RCP 4.5,PRODUCT,2
846,2202,Nature Scientific Reports,WORK_OF_ART,2
847,2397,R.E. Kopp,ORG,2
848,2383,Puerto Rico,GPE,2
849,2206,Netherlands,GPE,2
850,2212,New Zealand,GPE,2
851,2363,Pierre Friedlingstein,PERSON,2
852,1982,March 2001,DATE,2
853,2662,Sven Kotlarski,PERSON,2
854,2663,Sven Smit,PERSON,2
855,2858,"Viet Nam National
University",ORG,2
856,1699,January 2016,DATE,2
857,2890,West Nile,LOC,2
858,2882,"Washington, DC,",GPE,2
859,2879,Washington,GPE,2
860,1706,"January 9, 2017",DATE,2
861,2872,WBGT,ORG,2
862,1708,Jason A Lowe,PERSON,2
863,1716,Jean-Francois Bastin et al.,PERSON,2
864,2867,Volume 7,FAC,2
865,1718,Jean-Louis Dufresne,PERSON,2
866,2281,October 2009,DATE,2
867,2851,Venezuela,GPE,2
868,1743,Joachim von Braun,PERSON,2
869,1748,Joeri et al.,PERSON,2
870,1756,John P. Dunne et al.,PERSON,2
871,2840,Up to 3x,CARDINAL,2
872,1769,Josh Foster et al.,PERSON,2
873,2839,Up to 35%,PERCENT,2
874,1779,Journal of Advances,ORG,2
875,2833,University Press,ORG,2
876,2892,Wester et al.,LOC,2
877,1695,January 2009,DATE,2
878,2827,Unified sea,LOC,2
879,1629,Improvements in the GISTEMP uncertainty model,WORK_OF_ART,2
880,3008,about 25 percent,PERCENT,2
881,1606,Hurricane Sandy                     ,EVENT,2
882,1609,I. Colin Prentice,ORG,2
883,3007,about 20 percent,PERCENT,2
884,3003,about 2,CARDINAL,2
885,2995,about 10 percent,PERCENT,2
886,2993,about 1.1 degrees Celsius,QUANTITY,2
887,1619,IMF,ORG,2
888,2973,a given decade,DATE,2
889,1631,India Cooling Action Plan Draft,ORG,2
890,2911,"Woods Hole
Research Center",ORG,2
891,2966,a bumper year,DATE,2
892,1643,Intergovernmental Panel on Climate Change,ORG,2
893,1655,Ioannis Vasmatzidis,PERSON,2
894,1664,J. Edmonds,ORG,2
895,1674,Jakarta,GPE,2
896,1687,Jan Mischke,PERSON,2
897,2931,X percent,PERCENT,2
898,2930,Wuebbles,GPE,2
899,1694,January 1979,DATE,2
900,2832,"University
",ORG,2
901,1791,Journal of Quaternary Science,ORG,2
902,1980,March,DATE,2
903,2749,Thomas Knutson et al.,PERSON,2
904,1878,Kevin M. Grise,PERSON,2
905,1881,Keywan Riahi,PERSON,2
906,1882,Keywan Riahi et al.,PERSON,2
907,1889,Kirchmeier-Young,ORG,2
908,1895,KnowledgeBank,ORG,2
909,1898,Knutson,PERSON,2
910,1900,Korres et al.,ORG,2
911,1914,Kyle L. Swanson,PERSON,2
912,2752,Thomas R. Knutson,PERSON,2
913,2714,The Future of Cooling,ORG,2
914,1871,Ken Caldeira,PERSON,2
915,1936,Lenton,PERSON,2
916,1938,Liberia,GPE,2
917,1941,Lin et al.,PERSON,2
918,1945,Los Angeles County,GPE,2
919,1956,M.F. Wehner,PERSON,2
920,1961,MIT,ORG,2
921,2676,T.K. Maycock,PERSON,2
922,2667,Sweta Saxena,PERSON,2
923,1969,Mali,GPE,2
924,1875,Kerry Emanuel,PERSON,2
925,1863,Kazakhstan,GPE,2
926,1804,July 2012,DATE,2
927,1828,Justin Ginnetti,PERSON,2
928,1809,July 2018,DATE,2
929,2821,USACE,ORG,2
930,2820,USA,GPE,2
931,1816,June 2012,DATE,2
932,2810,UNEP DTU Partnership,ORG,2
933,2806,UN Food and Agriculture Organization,ORG,2
934,2805,UN Environment Programme,ORG,2
935,1825,Jupiter Intelligence,ORG,2
936,1827,Justin,PERSON,2
937,1833,Jürgen Kropp,PERSON,2
938,2765,Tim McManus,PERSON,2
939,2795,Turco,PERSON,2
940,1834,Jürgen P. Kropp,PERSON,2
941,1835,K.,PERSON,2
942,1837,K.A. Hibbard,PERSON,2
943,2793,Tunisia,GPE,2
944,2770,Timothy M. Lenton et al.,PERSON,2
945,1850,Karsten Haustein et al.,PERSON,2
946,2769,Timothy M. Lenton,PERSON,2
947,2766,Time,ORG,2
948,2316,Pacific,LOC,2
949,3539,≤2,CARDINAL,2
950,529,4.5 5.0,CARDINAL,2
951,128,1.8,CARDINAL,2
952,622,61,CARDINAL,2
953,415,22x,CARDINAL,2
954,657,70 percent,PERCENT,2
955,212,13x,PERSON,2
956,845,Antarctic,LOC,2
957,618,"60
                                                              ",DATE,2
958,63,0.2%,PERCENT,2
959,377,2021–40,PRODUCT,2
960,441,29,CARDINAL,2
961,615,6.6,CARDINAL,2
962,614,6.5,CARDINAL,2
963,861,April 2014,DATE,2
964,187,121,CARDINAL,2
965,66,0.2–0.3,DATE,2
966,67,0.3,CARDINAL,2
967,68,0.35,CARDINAL,2
968,381,2030 and 2050,DATE,2
969,108,1.1–1.5x,CARDINAL,2
970,613,6.1,CARDINAL,2
971,604,58,CARDINAL,2
972,552,45,DATE,2
973,214,14 16,DATE,2
974,658,70%,PERCENT,2
975,659,70% to 95%,PERCENT,2
976,786,Agriculture,ORG,2
977,902,August,DATE,2
978,210,138,CARDINAL,2
979,61,"0.2
                                                                                                                                   %",PERCENT,2
980,530,4.6,CARDINAL,2
981,352,2004,DATE,2
982,49,0 percent,PERCENT,2
983,447,2°C,QUANTITY,2
984,586,52,CARDINAL,2
985,756,A.N. LeGrande,PERSON,2
986,676,7609,CARDINAL,2
987,757,A1,CARDINAL,2
988,862,April 2016,DATE,2
989,107,1.1-degree,CARDINAL,2
990,705,80km,QUANTITY,2
991,207,135,CARDINAL,2
992,446,2x,PRODUCT,2
993,97,1-in-200‑year,CARDINAL,2
994,841,Anne Olhoff et al.,PERSON,2
995,239,155,CARDINAL,2
996,185,120,PRODUCT,2
997,789,Alaska,GPE,2
998,678,77,CARDINAL,2
999,656,70,DATE,2
1000,209,137,CARDINAL,2
1001,237,153,CARDINAL,2
1002,60,0.2,CARDINAL,2
1003,554,458,CARDINAL,2
1004,848,Anthropocene,WORK_OF_ART,2
1005,755,A. et al.,PERSON,2
1006,119,1.5 million acres,QUANTITY,2
1007,895,Atlantic,LOC,2
1008,692,8.4,CARDINAL,2
1009,391,2050,CARDINAL,2
1010,568,5 degrees,QUANTITY,2
1011,192,126,CARDINAL,2
1012,393,"2050
",DATE,2
1013,220,143,CARDINAL,2
1014,322,2 degree Celsius,QUANTITY,2
1015,121,1.5-degree,CARDINAL,2
1016,684,7x,CARDINAL,2
1017,801,Allianz,ORG,2
1018,577,5.6,CARDINAL,2
1019,87,1,QUANTITY,2
1020,112,1.26–1.75x,PERSON,2
1021,605,59,CARDINAL,2
1022,116,1.5 degree Celsius,QUANTITY,2
1023,217,141,CARDINAL,2
1024,319,1–2x,CARDINAL,2
1025,663,72,CARDINAL,2
1026,428,250,CARDINAL,2
1027,571,5 to 15 percent,PERCENT,2
1028,689,8 percent to 11 percent,PERCENT,2
1029,687,"8
                                                                                                              Brazil
                                                                                                                             ",ORG,2
1030,859,April 2012,DATE,2
1031,431,259,CARDINAL,2
1032,434,26 percent,PERCENT,2
1033,323,2 degrees,QUANTITY,2
1034,682,78,CARDINAL,2
1035,421,240 million,CARDINAL,2
1036,125,1.6–8.4,CARDINAL,2
1037,681,7765,CARDINAL,2
1038,580,50,LAW,2
1039,76,0.5%,PERCENT,2
1040,386,2040,CARDINAL,2
1041,562,485,CARDINAL,2
1042,435,"26–30
     ",ORG,2
1043,326,2 to 3.5 percent,PERCENT,2
1044,78,0.6,CARDINAL,2
1045,124,1.6–2.0x,CARDINAL,2
1046,563,49,CARDINAL,2
1047,324,2 degrees Celsius,QUANTITY,2
1048,226,148,CARDINAL,2
1049,188,122,CARDINAL,2
1050,612,6.0,CARDINAL,2
1051,898,"Atmospheres, June 2019",DATE,2
1052,565,4x,CARDINAL,2
1053,567,5,DATE,2
1054,225,147,CARDINAL,2
1055,223,145,CARDINAL,2
1056,423,25,DATE,2
1057,80,0.7°C,MONEY,2
1058,778,Adaptation,ORG,2
1059,574,5.1,CARDINAL,2
1060,19,$280 billion to $500 billion,MONEY,2
1061,941,Ben Kirtman et al.,PERSON,2
1062,472,"31–35
     ",CARDINAL,2
1063,272,180 centimeters,QUANTITY,2
1064,638,66,CARDINAL,2
1065,721,8–20%,PERCENT,2
1066,309,1985,DATE,2
1067,253,163,CARDINAL,2
1068,155,104x,PRODUCT,2
1069,943,Ben et al.,PERSON,2
1070,16,$200 million to $300 million,MONEY,2
1071,466,300,CARDINAL,2
1072,737,95th,ORDINAL,2
1073,711,84,CARDINAL,2
1074,344,20 years,DATE,2
1075,153,104,CARDINAL,2
1076,716,87,CARDINAL,2
1077,152,103,CARDINAL,2
1078,346,200 million,CARDINAL,2
1079,151,102,CARDINAL,2
1080,449,3 degrees,QUANTITY,2
1081,713,85,CARDINAL,2
1082,23,$30 trillion,MONEY,2
1083,939,Bellprat et al.,PERSON,2
1084,639,66,DATE,2
1085,11,$15 billion,MONEY,2
1086,270,18.0,CARDINAL,2
1087,664,7242,DATE,2
1088,171,114,CARDINAL,2
1089,492,35 percent,PERCENT,2
1090,5,$10 billion to $30 billion,MONEY,2
1091,176,118,CARDINAL,2
1092,165,11 percent,PERCENT,2
1093,494,350,CARDINAL,2
1094,7,$100 million to $400 million,MONEY,2
1095,8,$125 billion,MONEY,2
1096,643,68,CARDINAL,2
1097,177,119,CARDINAL,2
1098,9,$140 billion,MONEY,2
1099,164,11 billion gallons,QUANTITY,2
1100,645,69 percent,PERCENT,2
1101,498,36,DATE,2
1102,10,$140 billion to $300 billion,MONEY,2
1103,728,91,CARDINAL,2
1104,602,57,CARDINAL,2
1105,735,95,CARDINAL,2
1106,946,Benin,GPE,2
1107,267,"18
",DATE,2
1108,340,20 degrees Celsius,QUANTITY,2
1109,4,$10 billion,MONEY,2
1110,594,545,CARDINAL,2
1111,26,$4 trillion to $6 trillion,MONEY,2
1112,511,394,CARDINAL,2
1113,674,76,CARDINAL,2
1114,406,2100,CARDINAL,2
1115,349,2002,DATE,2
1116,141,"100
                                        $ million",MONEY,2
1117,139,10.7930,CARDINAL,2
1118,923,BTE,ORG,2
1119,456,3.6,CARDINAL,2
1120,922,BIS Working Papers,ORG,2
1121,749,>70%,PERCENT,2
1122,921,B.M. Sanderson,PERSON,2
1123,920,B.C. Stewart,PERSON,2
1124,329,2.1,CARDINAL,2
1125,175,117,CARDINAL,2
1126,523,4 percent,PERCENT,2
1127,202,131,CARDINAL,2
1128,453,3.1,CARDINAL,2
1129,524,4.0,CARDINAL,2
1130,603,571,CARDINAL,2
1131,632,64,CARDINAL,2
1132,2,$1.5 billion,MONEY,2
1133,525,4.1,CARDINAL,2
1134,630,63,CARDINAL,2
1135,183,120,CARDINAL,2
1136,487,342,CARDINAL,2
1137,144,"100,000",CARDINAL,2
1138,35,$62 billion,MONEY,2
1139,285,1880,DATE,2
1140,512,3rd,ORDINAL,2
1141,938,Belgium,GPE,2
1142,347,2000,DATE,2
1143,648,7,DATE,2
1144,599,56,CARDINAL,2
1145,201,130,CARDINAL,2
1146,742,99,CARDINAL,2
1147,515,3–4,CARDINAL,2
1148,29,$50 billion,MONEY,2
1149,148,100km x 100km,QUANTITY,2
1150,31,$50 trillion,MONEY,2
1151,279,1850,DATE,2
1152,348,2001,DATE,2
1153,516,3–4x,PERSON,2
1154,280,1850 to 2005,DATE,2
1155,591,54,CARDINAL,2
1156,590,534,CARDINAL,2
1157,146,1000,CARDINAL,2
1158,672,7596,DATE,2
1159,181,12 years,DATE,2
1160,490,35 degrees,QUANTITY,2
1161,2677,TCFD,ORG,1
1162,2688,Taspinar,PERSON,1
1163,317,1°,QUANTITY,1
1164,2681,Tamara et al.,PERSON,1
1165,2687,Task Force,ORG,1
1166,2686,Tarek Elmasry,PERSON,1
1167,2685,Tapan P. Bagchi,PERSON,1
1168,2678,Taiwan,GPE,1
1169,316,1km X 1km,QUANTITY,1
1170,314,1998-2017,DATE,1
1171,2680,Takagi,PERSON,1
1172,2683,Tandong et al.,GPE,1
1173,2682,Tamrazian,NORP,1
1174,950,Benjamin D. Santer et al.,PERSON,1
1175,2649,Summer 2019,DATE,1
1176,2675,T. A. Boden,PERSON,1
1177,2628,Stephane,PERSON,1
1178,2640,Striking stationarity of large-scale climate model bias patterns,WORK_OF_ART,1
1179,2639,Striking stationarity of large-scale       ,WORK_OF_ART,1
1180,2638,Strength,ORG,1
1181,2637,Steven McAlpine,PERSON,1
1182,328,2.0x,DATE,1
1183,2635,Steven C.,PERSON,1
1184,2634,"Steven A.,",PERSON,1
1185,2633,Steve John,PERSON,1
1186,330,2.26–3.00x,CARDINAL,1
1187,2630,Stephen Beard,PERSON,1
1188,2629,Stephanie Herring,PERSON,1
1189,2627,Stephan Gorner,PERSON,1
1190,2642,Stuart Shilson,PERSON,1
1191,2626,Stephan Eibl,PERSON,1
1192,2625,Steffen Fuchs,PERSON,1
1193,331,2.26–3.00x,ORG,1
1194,2623,Stefan Burghardt,PERSON,1
1195,2622,Stefan,PERSON,1
1196,332,2.3 degrees,QUANTITY,1
1197,2620,Stanley L. Grotch,PERSON,1
1198,2619,Stanley L.,PERSON,1
1199,2618,Stakeholders,ORG,1
1200,2617,Sree Ramaswamy,PERSON,1
1201,334,2.3-degree Celsius,QUANTITY,1
1202,2641,"Striking stationarity of large-scale climate model bias patterns under
     strong climate change",WORK_OF_ART,1
1203,2643,Stull,PERSON,1
1204,2674,Süleyman               Monitoring Centre,ORG,1
1205,2657,Sustainability          ,ORG,1
1206,2672,Sylvain Ponserre,PERSON,1
1207,2671,Sylvain,PERSON,1
1208,321,2 and 20 percent,PERCENT,1
1209,2669,"Swiss Re
      Institute",ORG,1
1210,2668,Swiss,NORP,1
1211,2665,Swanson,PERSON,1
1212,2664,"Sven Smit
",PERSON,1
1213,2661,"Sven
                                          Uthicke",PERSON,1
1214,2660,Sven,PERSON,1
1215,2659,"Sustainability and Global Risk practicies
",ORG,1
1216,2658,Sustainability Practice,ORG,1
1217,2656,Susan et al.,PERSON,1
1218,2644,Stéphane,PERSON,1
1219,2655,Susan Lund,PERSON,1
1220,2654,Susan Gray,PERSON,1
1221,2653,"Susan
          Solomon",PERSON,1
1222,327,2.0-degree,CARDINAL,1
1223,2651,Sunil Sanghvi,PERSON,1
1224,2650,Sunanda,GPE,1
1225,2690,Taylor & Francis Group,ORG,1
1226,2648,Sumaila,PERSON,1
1227,2647,Sulay Solis,PERSON,1
1228,2646,Subbu Narayanaswamy,PERSON,1
1229,2645,Stéphanie et al.,PERSON,1
1230,2689,Taylor,PERSON,1
1231,307,1981-2000,DATE,1
1232,2691,"Technological
Ortega",WORK_OF_ART,1
1233,2785,"Transportation
",WORK_OF_ART,1
1234,2787,Transportation Research Part D: Transport and Environment,ORG,1
1235,2788,Travis Fagan,PERSON,1
1236,2789,"Tropical
",WORK_OF_ART,1
1237,2790,"Tropical
Huss",WORK_OF_ART,1
1238,2791,"Tsinghua
University",ORG,1
1239,2792,Tukimat,PERSON,1
1240,290,190,CARDINAL,1
1241,2794,"Tunisia


",ORG,1
1242,289,19,DATE,1
1243,287,189,DATE,1
1244,286,1880s.7,PRODUCT,1
1245,2798,U. Rashid et al.,PERSON,1
1246,2799,U.S.,GPE,1
1247,2800,"U.S. Global Change
           Research Program",ORG,1
1248,2801,"U.S. Global Change
          Research Program",ORG,1
1249,2786,Transportation Research,ORG,1
1250,291,1900,DATE,1
1251,2692,Technological Forecasting,ORG,1
1252,2783,"Trajectories of the
Rahmstorf",WORK_OF_ART,1
1253,2768,Timothy M.,PERSON,1
1254,294,192,CARDINAL,1
1255,293,191,CARDINAL,1
1256,2771,Timothy M. et al.,PERSON,1
1257,2772,Timothy Searchinger,PERSON,1
1258,2773,Tipping         Malchaire,WORK_OF_ART,1
1259,292,1901,DATE,1
1260,2775,Today 2030           2050,DATE,1
1261,2776,Tokyo,GPE,1
1262,2777,Tom Kompas et al.,PERSON,1
1263,2778,Tord et al.,PERSON,1
1264,2779,Torero,PERSON,1
1265,2780,Toronto,GPE,1
1266,2781,"Tracking progress                  consequences of mountain cryospheric
                                             on the economic costs of disasters                 change",WORK_OF_ART,1
1267,2782,Tracy Wolstencroft,PERSON,1
1268,2803,UK Flood Re,ORG,1
1269,284,188,CARDINAL,1
1270,283,187,CARDINAL,1
1271,282,186,CARDINAL,1
1272,2829,United                Europe                         ,ORG,1
1273,268,"18
                         4",DATE,1
1274,265,179,CARDINAL,1
1275,264,178,CARDINAL,1
1276,2834,"University of
                                           ",ORG,1
1277,2835,University of Bristol,ORG,1
1278,2836,University of Oxford Environmental Change Institute,ORG,1
1279,2837,"University of Oxford Environmental Change Institute



                                      9
                                           Goddard Institute for Space Studies",ORG,1
1280,2838,University of Washington,ORG,1
1281,263,177,CARDINAL,1
1282,262,176,CARDINAL,1
1283,2841,Upmanu,GPE,1
1284,2842,Urooj Raja,ORG,1
1285,2843,Urs Binggeli,PERSON,1
1286,261,171,CARDINAL,1
1287,2828,"United
       States",LOC,1
1288,2826,Ulrike Grassinger,PERSON,1
1289,274,181,CARDINAL,1
1290,2815,US Census,ORG,1
1291,2807,UN Global Assessment Report,ORG,1
1292,2809,UNEP DTU               ,ORG,1
1293,2811,UNEP Finance Initiative,ORG,1
1294,2812,UNFCCC,ORG,1
1295,2813,UPFINA,ORG,1
1296,278,185,CARDINAL,1
1297,2816,US China Green Energy Fund,ORG,1
1298,2823,Uemura et al.,GPE,1
1299,2817,US Department of Defense,ORG,1
1300,277,184,CARDINAL,1
1301,2819,US Federal Communications Commission,ORG,1
1302,276,183,CARDINAL,1
1303,275,182,CARDINAL,1
1304,2822,USDA,ORG,1
1305,2767,Timothy L. Olander,PERSON,1
1306,295,193,CARDINAL,1
1307,296,194,CARDINAL,1
1308,2728,"The Science of Disasters: Climate Disruptions, Heart Attacks",WORK_OF_ART,1
1309,2712,The Effects of Climate Change,WORK_OF_ART,1
1310,2713,The Federal Reserve Bank,ORG,1
1311,308,1982,DATE,1
1312,2715,The Future of Cooling in China,WORK_OF_ART,1
1313,2716,The Long-Run Discount Rate Controversy,WORK_OF_ART,1
1314,2717,The MGI Council,ORG,1
1315,2718,The McKinsey Global Institute,ORG,1
1316,2719,The Mediterranean Region,LOC,1
1317,2720,"The Physical
                                          Science Basis",WORK_OF_ART,1
1318,2614,Spencer Glendon,PERSON,1
1319,2722,The Representative Concentration Pathways,WORK_OF_ART,1
1320,2723,The Representative Concentration Pathways:,WORK_OF_ART,1
1321,2724,"The Representative Concentration Pathways:
          ",WORK_OF_ART,1
1322,2725,The Representative Concentration Pathways: An overview,WORK_OF_ART,1
1323,2726,The Royal Society,ORG,1
1324,2711,"The Dynamic Interplay                 changes in climate variability
                                           between Floods and Finance",WORK_OF_ART,1
1325,2710,"The Center for
",ORG,1
1326,2709,The Cambridge Risk Studies,ORG,1
1327,2700,Thames Barrier,FAC,1
1328,2693,"Technological Forecasting and Social
     Change",ORG,1
1329,2694,Ted Veldkamp,PERSON,1
1330,2695,"Temperature


",PERSON,1
1331,2696,Terence R. Thompson,PERSON,1
1332,312,1992,DATE,1
1333,310,199,CARDINAL,1
1334,2701,Thamotheram,ORG,1
1335,2708,The Annals of Statistics,ORG,1
1336,2702,"The
",ORG,1
1337,2703,"The
",WORK_OF_ART,1
1338,2704,"The
Administration",ORG,1
1339,2705,"The
Geophysical Research Letters",WORK_OF_ART,1
1340,2706,The 1000 GtC,WORK_OF_ART,1
1341,2707,The Agricultural Model Intercomparison and Improvement Project,ORG,1
1342,2727,"The Science of
",WORK_OF_ART,1
1343,2729,"The Shared Socioeconomic
          Pathways",WORK_OF_ART,1
1344,2764,Tim Koller,PERSON,1
1345,2730,"The Shared Socioeconomic
     Pathways",WORK_OF_ART,1
1346,302,197,CARDINAL,1
1347,2750,Thomas L.,PERSON,1
1348,2751,Thomas R.,PERSON,1
1349,300,1960,DATE,1
1350,2753,Thomas Vahlenkamp,PERSON,1
1351,299,196,CARDINAL,1
1352,298,1950,DATE,1
1353,2756,Three years,DATE,1
1354,2757,Tiago Berni,PERSON,1
1355,2758,Tibbetts,PERSON,1
1356,2759,Tibetan,NORP,1
1357,2760,Tiedemann,PERSON,1
1358,2761,Tilman Melzer,PERSON,1
1359,2762,Tilman Tacke,PERSON,1
1360,2763,Tim Beacom,PERSON,1
1361,2748,Thomas Hill,PERSON,1
1362,303,1970,DATE,1
1363,2746,"Thomas F. Stocker
     et al.",PERSON,1
1364,2737,Thi Van Thu Tran,PERSON,1
1365,305,198,CARDINAL,1
1366,2732,The Use of General Circulation Models to Predict Regional Climatic Change,WORK_OF_ART,1
1367,2733,The World Bank,ORG,1
1368,2734,The World Climate Research Programme,ORG,1
1369,2735,"The next
decade",DATE,1
1370,2736,The ocean,WORK_OF_ART,1
1371,304,1979,DATE,1
1372,2745,"Thomas F. Stocker
          et al.",PERSON,1
1373,2739,Thirdly,ORDINAL,1
1374,2740,Thirty years,DATE,1
1375,2741,"This
",DATE,1
1376,2742,Thomas C.,PERSON,1
1377,2743,Thomas Dormann,PERSON,1
1378,2744,"Thomas F. Stocker
",PERSON,1
1379,335,2.4 billion,CARDINAL,1
1380,2562,Seth D.,PERSON,1
1381,2613,Spatial Considerations,ORG,1
1382,2373,"Prairies                                                                                                                          Eastern
                                                                                                                                  ",ORG,1
1383,2394,R. J. Andres,PERSON,1
1384,2395,R. S. et al.,PERSON,1
1385,2396,R. Stull,PERSON,1
1386,443,293,CARDINAL,1
1387,2398,RCP,NORP,1
1388,442,"29


",PERCENT,1
1389,440,286–303,CARDINAL,1
1390,2402,"RCP 4.5
                                                                                                                            ",ORG,1
1391,2403,Rachel et al.,PERSON,1
1392,2404,Radley M. Horton,PERSON,1
1393,2405,Raina,PERSON,1
1394,2406,Raj Thamotheram,ORG,1
1395,439,280 km,QUANTITY,1
1396,2408,"Ray King
",PERSON,1
1397,2409,Rebeca Robboy,PERSON,1
1398,2393,R. Horton,PERSON,1
1399,2392,R. Garcia-Herrera et al.,PERSON,1
1400,2391,Quebec,GPE,1
1401,2382,Puerto,GPE,1
1402,2375,Pregnolato,PERSON,1
1403,2376,Prelenato,ORG,1
1404,2377,Princeton Hydro,ORG,1
1405,2378,Princeton University,ORG,1
1406,2379,Private,ORG,1
1407,2381,Projected         ecosystems,WORK_OF_ART,1
1408,444,2C,CARDINAL,1
1409,2390,Quantum Black,ORG,1
1410,2384,Pulang Pisau District,LOC,1
1411,2385,Pyatkova,GPE,1
1412,2386,Pyatkova,PERSON,1
1413,2387,"Quantifying
Atmospheric Sciences",WORK_OF_ART,1
1414,2388,"Quantifying
July 2019, Volume 571, Issue",WORK_OF_ART,1
1415,2389,"Quantitative     Volume 66, Number 2",WORK_OF_ART,1
1416,2410,"Reconciling
                                                                                        controversies about the ‘global warming
                                                                                        hiatus,",WORK_OF_ART,1
1417,2411,Reef,WORK_OF_ART,1
1418,438,280 kilometer-per-hour,QUANTITY,1
1419,2441,Rico Ihle,LAW,1
1420,2433,Richard A. Houghton,PERSON,1
1421,2436,Richard J. et al.,PERSON,1
1422,2437,Richard Johnson,PERSON,1
1423,2438,Richard N. Cooper,PERSON,1
1424,2439,Richard et al.,PERSON,1
1425,2440,Richmond,GPE,1
1426,2442,Rising sea,PRODUCT,1
1427,2431,Richard,PERSON,1
1428,2443,Rising sea,WORK_OF_ART,1
1429,2444,"Risks for the global
timeline for Earth",WORK_OF_ART,1
1430,430,251,CARDINAL,1
1431,2446,"Rivers




                                                                                                                                               ",ORG,1
1432,2447,Robert,PERSON,1
1433,2448,Robert Blasiak et al.,PERSON,1
1434,2432,Richard A.,PERSON,1
1435,2430,Rich Sorkin,PERSON,1
1436,2413,Regine et al.,PERSON,1
1437,2420,Resources Insitute,ORG,1
1438,2414,Relative Humidity and Air Temperature,WORK_OF_ART,1
1439,2415,"Remote Sensing of
Letters",WORK_OF_ART,1
1440,2416,Renee Cho,PERSON,1
1441,2417,Research Letters,ORG,1
1442,2418,Reserve Bank of India,ORG,1
1443,2419,Resilience,PRODUCT,1
1444,2421,Resources Institute,ORG,1
1445,2429,Rich Ruby,PERSON,1
1446,2423,"Review of Resource
     Economics",ORG,1
1447,2424,Review of Resource Economics,ORG,1
1448,2425,Rhett Allain,PERSON,1
1449,2426,"Ricarda
            Winkelmann",ORG,1
1450,2427,Ricarda Winkelmann,PERSON,1
1451,2428,Riccardo Colacito et al.,PERSON,1
1452,2374,Prasad Gunturi,PERSON,1
1453,2372,Potsdam,GPE,1
1454,429,250 million to 360 million,CARDINAL,1
1455,2370,Porteous,PERSON,1
1456,2314,"Pablo Suarez
      et al.",PERSON,1
1457,2315,Pablo et al.,PERSON,1
1458,474,32,DATE,1
1459,2318,Pallav Purohit,PERSON,1
1460,471,310 million,CARDINAL,1
1461,470,310,CARDINAL,1
1462,469,31,DATE,1
1463,467,"300
                                                                                          ",PRODUCT,1
1464,2323,"Papua New Guinea
",GPE,1
1465,465,"30,000 years",DATE,1
1466,2326,Paris Agreement,ORG,1
1467,2327,Paris Agreement     ,ORG,1
1468,2328,Parry,PERSON,1
1469,2329,"Patricio
     Velasquez",PERSON,1
1470,2330,Patrick Goodey,PERSON,1
1471,2313,Pablo,PERSON,1
1472,2312,"PLOS ONE, July 2019",ORG,1
1473,476,333,CARDINAL,1
1474,2302,Oxford,ORG,1
1475,2296,Omar El Hamamsy,PERSON,1
1476,482,"34 degrees
     Celsius",QUANTITY,1
1477,2298,"One, 2009",DATE,1
1478,2299,Outlook on the Indian scenario of            elements: Overview of mining,WORK_OF_ART,1
1479,2300,Ove et al.,PERSON,1
1480,2301,Oxford,GPE,1
1481,481,"34 degrees
      Celsius",QUANTITY,1
1482,477,335 billion,CARDINAL,1
1483,480,"34 degrees
          Celsius",QUANTITY,1
1484,2305,Ozgur Tanrikulu,PERSON,1
1485,2306,"P. A.,",PERSON,1
1486,2307,P. R. Baumann,PERSON,1
1487,479,34,DATE,1
1488,2309,"PIOMAS, 2019",DATE,1
1489,464,30 years to 2050,DATE,1
1490,2332,Patrick White,PERSON,1
1491,2333,Paul Chinowsky,PERSON,1
1492,2360,Pickrell,ORG,1
