,index,entities,labels,size
787,3197,Train Online,ORG,2
788,3195,Toronto,GPE,2
789,2903,SAVR,ORG,2
790,1367,Current Pharmaceutical Design,ORG,2
791,2884,Rome,GPE,2
792,2879,Roger Roberts,PERSON,2
793,1855,Innovation,ORG,2
794,2861,Richard,PERSON,2
795,1851,Indigo,ORG,2
796,1251,Cas9,CARDINAL,2
797,1252,Cas9,NORP,2
798,3288,Wellness,ORG,2
799,1848,Inari,LOC,2
800,3286,Wearable,FAC,2
801,1258,Catherine Offord,PERSON,2
802,1847,Improvements in the GISTEMP Uncertainty Model,WORK_OF_ART,2
803,3284,Wayne Balkan,PERSON,2
804,1263,Cell Reports,WORK_OF_ART,2
805,1265,Cell and gene therapy for HIV cure,WORK_OF_ART,2
806,2857,Reuters,ORG,2
807,822,96,CARDINAL,2
808,3246,United States,GPE,2
809,1837,III,PERSON,2
810,2863,Richard J. Kline,PERSON,2
811,1277,Charles M. Perou,PERSON,2
812,3269,Viome,ORG,2
813,1834,IFN/STAT1,ORG,2
814,1833,IEEE Spectrum,ORG,2
815,1284,Chemical & Engineering News,ORG,2
816,2865,Rickard Branemark,PERSON,2
817,3259,Vasco Azevedo,PERSON,2
818,3257,Vanessa M. Hubbard-Lucey,PERSON,2
819,1296,Chris D. Vulpe,PERSON,2
820,1817,Holger Willenbring,PERSON,2
821,823,97,CARDINAL,2
822,818,94-B,CARDINAL,2
823,821,95%,PERCENT,2
824,435,3%,PERCENT,2
825,2550,National Science Foundation,ORG,2
826,398,270,CARDINAL,2
827,3748,spring 2020,DATE,2
828,2226,Lefkothea C. Papadopoulou,PERSON,2
829,409,280,CARDINAL,2
830,2557,"Nature
      Biotechnology",WORK_OF_ART,2
831,3742,sixth,ORDINAL,2
832,2563,Nature Biotechnology,WORK_OF_ART,2
833,3733,services4                                               genetic,ORG,2
834,2564,Nature Ecology & Evolution,ORG,2
835,2567,Nature Medicine,ORG,2
836,2211,Lancet,ORG,2
837,2569,Nature Microbiology,WORK_OF_ART,2
838,2208,Labiotech,ORG,2
839,2575,Nature Reviews Clinical Oncology,ORG,2
840,3828,the National Academies Food Forum,ORG,2
841,2577,Nature Reviews Drug Discovery,WORK_OF_ART,2
842,2649,November 2014,DATE,2
843,2197,Kristen V. Brown,PERSON,2
844,2580,Nature Reviews Materials,WORK_OF_ART,2
845,451,302,CARDINAL,2
846,452,303,CARDINAL,2
847,2582,Nature Reviews Microbiology,WORK_OF_ART,2
848,454,305,CARDINAL,2
849,457,307,CARDINAL,2
850,458,308,CARDINAL,2
851,459,309,CARDINAL,2
852,460,31,CARDINAL,2
853,2585,Nearshoring,PERSON,2
854,462,310,CARDINAL,2
855,393,266,CARDINAL,2
856,2233,Leroy Hood,PERSON,2
857,391,263,CARDINAL,2
858,386,26,CARDINAL,2
859,290,2008,DATE,2
860,292,2010,DATE,2
861,2505,More than half,CARDINAL,2
862,2285,Majed Aldehri et al.,PERSON,2
863,2511,Mostafa-Sami M. Mostafa,PERSON,2
864,2282,MR1,PRODUCT,2
865,3815,the Institute for Health Metrics,ORG,2
866,2280,MHC,ORG,2
867,3813,the Innovation Fair,EVENT,2
868,2512,Mother Dirt,ORG,2
869,331,21 years,DATE,2
870,2514,Muhammad Sajid Arshad et al.,PERSON,2
871,2516,Multi-omics,ORG,2
872,3798,the Ferment Consortium,ORG,2
873,347,224,CARDINAL,2
874,2263,Lydia The,PERSON,2
875,2525,NASA TV,ORG,2
876,2527,NGS,ORG,2
877,354,234,CARDINAL,2
878,2255,Louise Connell,PERSON,2
879,2532,NRGene,ORG,2
880,2534,NYU Langone Health,ORG,2
881,3775,"the Asilomar
     Conference",ORG,2
882,2538,Nasdaq,ORG,2
883,3771,the 21st Century,DATE,2
884,2244,Liquid,PRODUCT,2
885,2544,National Academy of Sciences,ORG,2
886,2545,National Human Genome Research Institute,ORG,2
887,3761,tens,CARDINAL,2
888,464,311,CARDINAL,2
889,465,312,CARDINAL,2
890,466,313,CARDINAL,2
891,507,346,CARDINAL,2
892,511,349,CARDINAL,2
893,514,35 percent,PERCENT,2
894,515,35%,PERCENT,2
895,517,351,CARDINAL,2
896,3696,performance2          ,PRODUCT,2
897,520,354,CARDINAL,2
898,521,355,CARDINAL,2
899,522,356,CARDINAL,2
900,523,357,CARDINAL,2
901,524,358,CARDINAL,2
902,525,359,CARDINAL,2
903,530,361,CARDINAL,2
904,537,368,CARDINAL,2
905,538,369,CARDINAL,2
906,2182,Kevin Buehler,PERSON,2
907,2593,Netherlands,GPE,2
908,542,370,CARDINAL,2
909,543,371,CARDINAL,2
910,544,372,CARDINAL,2
911,545,373,CARDINAL,2
912,546,374,CARDINAL,2
913,547,375,CARDINAL,2
914,548,376,CARDINAL,2
915,549,377,CARDINAL,2
916,550,378,CARDINAL,2
917,554,381,CARDINAL,2
918,555,382,CARDINAL,2
919,556,383,CARDINAL,2
920,558,385,CARDINAL,2
921,510,348,CARDINAL,2
922,506,345,CARDINAL,2
923,467,314,CARDINAL,2
924,505,344,CARDINAL,2
925,468,315,CARDINAL,2
926,469,316,CARDINAL,2
927,470,317,CARDINAL,2
928,471,318,CARDINAL,2
929,472,319,CARDINAL,2
930,475,320,CARDINAL,2
931,476,321,CARDINAL,2
932,477,322,CARDINAL,2
933,478,323,CARDINAL,2
934,479,324,CARDINAL,2
935,480,325,CARDINAL,2
936,482,326,CARDINAL,2
937,483,327,CARDINAL,2
938,484,328,CARDINAL,2
939,485,329,CARDINAL,2
940,486,33,CARDINAL,2
941,2589,Neil Stephens,PERSON,2
942,488,33%,PERCENT,2
943,489,330,CARDINAL,2
944,491,331,CARDINAL,2
945,492,332,CARDINAL,2
946,493,333,CARDINAL,2
947,494,334,CARDINAL,2
948,495,335,CARDINAL,2
949,496,336,CARDINAL,2
950,498,338,CARDINAL,2
951,502,341,CARDINAL,2
952,503,342,CARDINAL,2
953,504,343,CARDINAL,2
954,288,2006,DATE,2
955,2293,Mapping and quantifying mammalian transcriptomes,WORK_OF_ART,2
956,2595,NeuroRehabilitation,ORG,2
957,98,1000,CARDINAL,2
958,3943,two-thirds,CARDINAL,2
959,65,05,DATE,2
960,2379,May 2015,DATE,2
961,2378,May 2014,DATE,2
962,2376,May 2006,DATE,2
963,2374,"May 20, 2019",DATE,2
964,80,1.4 billion,CARDINAL,2
965,2370,"May 1, 2000",DATE,2
966,3927,time,ORG,2
967,3926,three years,DATE,2
968,91,100 billion,MONEY,2
969,93,100 million,CARDINAL,2
970,94,100 percent,PERCENT,2
971,95,100 years,DATE,2
972,2451,Michael K. Osei et al.,PERSON,2
973,278,200,CARDINAL,2
974,105,105,CARDINAL,2
975,2363,Matthias Evers,PERSON,2
976,110,109,CARDINAL,2
977,2362,Matthew J. Ellis,PERSON,2
978,116,111,CARDINAL,2
979,117,112,CARDINAL,2
980,2360,Matthew C. Cheung,PERSON,2
981,119,114,CARDINAL,2
982,3911,the twenty-first century,DATE,2
983,122,118,CARDINAL,2
984,2453,Michael L. Shuler,PERSON,2
985,2454,Michael Le Page,PERSON,2
986,127,120,CARDINAL,2
987,2357,Matt Reynolds,PERSON,2
988,2384,May 2020,DATE,2
989,3947,up to 100 percent,PERCENT,2
990,2385,"May 2020
",DATE,2
991,58,0.1,CARDINAL,2
992,2,$0.2 trillion,MONEY,2
993,2416,Meatables,ORG,2
994,8,$1.2 trillion,MONEY,2
995,3987, Food,ORG,2
996,2415,Md Saydur Rahman,PERSON,2
997,2411,"McKinsey Global Institute


                                      ",ORG,2
998,2430,Melanie de Almeida,PERSON,2
999,2431,Memphis Meats,ORG,2
1000,22,$2.6 billion,MONEY,2
1001,3975,“CEL-Seq,PERSON,2
1002,24,$200 billion,MONEY,2
1003,25,$200 billion to $300 billion,MONEY,2
1004,2406,"McKinsey Global
",ORG,2
1005,2404,"McKinsey & Company
",ORG,2
1006,3965,year-long,DATE,2
1007,2435,Meridith Hyres,PERSON,2
1008,2437,Mesenchymal stem cell,WORK_OF_ART,2
1009,2396,Maya Horii,PERSON,2
1010,44,$500 billion,MONEY,2
1011,2438,Metabolic Engineering,ORG,2
1012,2440,Metabolomics,GPE,2
1013,2441,Metabolomics,ORG,2
1014,2390,"May 3, 2019",DATE,2
1015,2389,"May 29, 2018",DATE,2
1016,2387,"May 23, 2019",DATE,2
1017,53,$800 billion to $1.2 trillion,MONEY,2
1018,2386,May 21,DATE,2
1019,56,0.001,CARDINAL,2
1020,57,0.001,MONEY,2
1021,129,121,CARDINAL,2
1022,3906,the past two decades,DATE,2
1023,134,125,CARDINAL,2
1024,206,177,CARDINAL,2
1025,208,179,CARDINAL,2
1026,210,180,CARDINAL,2
1027,212,182,CARDINAL,2
1028,213,183,CARDINAL,2
1029,216,186,CARDINAL,2
1030,3868,the early days,DATE,2
1031,2325,Marco Ruella,PERSON,2
1032,224,19 percent,PERCENT,2
1033,225,19%,PERCENT,2
1034,2484,Mike Kass et al.,PERSON,2
1035,2488,Minna M. Poranen,PERSON,2
1036,2316,"March 27, 2020",DATE,2
1037,233,1953,DATE,2
1038,2308,March 2013,DATE,2
1039,245,1980,DATE,2
1040,246,1982,DATE,2
1041,2493,Modern Farmer,WORK_OF_ART,2
1042,251,1990,DATE,2
1043,3844,"the United
     States",GPE,2
1044,257,1995–2005,CARDINAL,2
1045,259,1997,DATE,2
1046,260,1998,DATE,2
1047,264,2 cents,MONEY,2
1048,265,2%,PERCENT,2
1049,2499,Monogenic,FAC,2
1050,2500,Monogenic,PERSON,2
1051,2297,"March
",DATE,2
1052,3834,the Salk Institute,ORG,2
1053,275,20 to 25,CARDINAL,2
1054,207,178,CARDINAL,2
1055,204,175,CARDINAL,2
1056,136,127,CARDINAL,2
1057,203,174,CARDINAL,2
1058,140,130,CARDINAL,2
1059,142,133,CARDINAL,2
1060,2459,Michael Stevens,PERSON,2
1061,146,136,CARDINAL,2
1062,2461,Michel Sadelain,PERSON,2
1063,2464,Microalgal,ORG,2
1064,153,140 percent,PERCENT,2
1065,154,142,CARDINAL,2
1066,155,143,CARDINAL,2
1067,156,144,CARDINAL,2
1068,158,146,CARDINAL,2
1069,159,147,CARDINAL,2
1070,160,148,CARDINAL,2
1071,162,1491,CARDINAL,2
1072,170,150,CARDINAL,2
1073,171,151,CARDINAL,2
1074,3885,"the next ten
  to 20 years",DATE,2
1075,2339,Market Watch,ORG,2
1076,179,157,CARDINAL,2
1077,180,158,CARDINAL,2
1078,2336,Mark G. Wright,PERSON,2
1079,185,16%,PERCENT,2
1080,2472,Microbiomics,ORG,2
1081,187,160,CARDINAL,2
1082,3878,the next decade,DATE,2
1083,191,164,CARDINAL,2
1084,194,167,CARDINAL,2
1085,200,171,CARDINAL,2
1086,201,172,CARDINAL,2
1087,559,386,CARDINAL,2
1088,1635,"February 27, 2019",DATE,2
1089,676,474,CARDINAL,2
1090,661,461,CARDINAL,2
1091,755,66,CARDINAL,2
1092,753,6466,CARDINAL,2
1093,616,425,CARDINAL,2
1094,617,426,CARDINAL,2
1095,663,463,CARDINAL,2
1096,662,462,CARDINAL,2
1097,752,6464,CARDINAL,2
1098,618,427,CARDINAL,2
1099,750,6436,DATE,2
1100,3632,months,DATE,2
1101,619,428,CARDINAL,2
1102,2161,Kathryn A. Phillips,PERSON,2
1103,620,429,CARDINAL,2
1104,749,6415,DATE,2
1105,690,5%,PERCENT,2
1106,624,432,CARDINAL,2
1107,625,433,CARDINAL,2
1108,693,50,DATE,2
1109,615,424,CARDINAL,2
1110,756,667,CARDINAL,2
1111,757,67,CARDINAL,2
1112,614,423,CARDINAL,2
1113,602,413,CARDINAL,2
1114,763,70,CARDINAL,2
1115,761,7 to 9 percent,PERCENT,2
1116,759,69,CARDINAL,2
1117,603,414,CARDINAL,2
1118,604,415,CARDINAL,2
1119,605,416,CARDINAL,2
1120,607,418,CARDINAL,2
1121,608,419,CARDINAL,2
1122,664,464,CARDINAL,2
1123,611,420,CARDINAL,2
1124,612,421,CARDINAL,2
1125,758,68,CARDINAL,2
1126,613,422,CARDINAL,2
1127,686,4998,CARDINAL,2
1128,687,4th,ORDINAL,2
1129,562,388,CARDINAL,2
1130,747,64,CARDINAL,2
1131,626,434,CARDINAL,2
1132,601,412,CARDINAL,2
1133,652,454,CARDINAL,2
1134,653,455,CARDINAL,2
1135,637,443,CARDINAL,2
1136,638,444,CARDINAL,2
1137,639,445,CARDINAL,2
1138,712,574,CARDINAL,2
1139,726,6.5,CARDINAL,2
1140,713,58,CARDINAL,2
1141,725,6.4,CARDINAL,2
1142,722,6.1,CARDINAL,2
1143,627,435,CARDINAL,2
1144,642,447,CARDINAL,2
1145,651,453,CARDINAL,2
1146,643,448,CARDINAL,2
1147,648,450,CARDINAL,2
1148,649,451,CARDINAL,2
1149,650,452,CARDINAL,2
1150,3647,more than 50 percent,PERCENT,2
1151,717,5th,ORDINAL,2
1152,729,6.7,CARDINAL,2
1153,732,60 percent,PERCENT,2
1154,636,442,CARDINAL,2
1155,635,441,CARDINAL,2
1156,658,46,CARDINAL,2
1157,2132,"June 27, 2017",DATE,2
1158,3636,"more than $300,000",MONEY,2
1159,628,436,CARDINAL,2
1160,698,51,CARDINAL,2
1161,3671,new bio,GPE,2
1162,738,61,CARDINAL,2
1163,629,437,CARDINAL,2
1164,2610,New Zealand,GPE,2
1165,737,6096,CARDINAL,2
1166,701,533,CARDINAL,2
1167,702,539,CARDINAL,2
1168,655,457,CARDINAL,2
1169,630,438,CARDINAL,2
1170,654,456,CARDINAL,2
1171,631,439,CARDINAL,2
1172,634,440,CARDINAL,2
1173,764,70,DATE,2
1174,689,5 percent,PERCENT,2
1175,665,465,CARDINAL,2
1176,788,80,DATE,2
1177,678,476,CARDINAL,2
1178,573,398,CARDINAL,2
1179,802,87,CARDINAL,2
1180,574,399,CARDINAL,2
1181,798,85,CARDINAL,2
1182,2122,June 2015,DATE,2
1183,600,411,CARDINAL,2
1184,2160,Kathrin Jansen,PERSON,2
1185,679,477,CARDINAL,2
1186,3618,mass spectrometry,ORG,2
1187,680,478,CARDINAL,2
1188,793,83,CARDINAL,2
1189,789,80 percent,PERCENT,2
1190,583,40,DATE,2
1191,669,469,CARDINAL,2
1192,2643,"November 14, 2019",DATE,2
1193,804,88,CARDINAL,2
1194,572,397,CARDINAL,2
1195,566,391,CARDINAL,2
1196,675,473,CARDINAL,2
1197,563,389,CARDINAL,2
1198,564,39,CARDINAL,2
1199,2648,November 2012,DATE,2
1200,2114,"June 19, 2013",DATE,2
1201,565,390,CARDINAL,2
1202,3610,less than 1 percent,PERCENT,2
1203,571,396,CARDINAL,2
1204,568,393,CARDINAL,2
1205,569,394,CARDINAL,2
1206,677,475,CARDINAL,2
1207,674,472,CARDINAL,2
1208,673,471,CARDINAL,2
1209,570,395,CARDINAL,2
1210,668,468,CARDINAL,2
1211,796,84,DATE,2
1212,782,78,CARDINAL,2
1213,779,7604,DATE,2
1214,681,48,CARDINAL,2
1215,682,4866,CARDINAL,2
1216,590,402,CARDINAL,2
1217,591,403,CARDINAL,2
1218,775,75,CARDINAL,2
1219,592,404,CARDINAL,2
1220,3626,million,CARDINAL,2
1221,2128,"June 25, 2013",DATE,2
1222,593,405,CARDINAL,2
1223,594,406,CARDINAL,2
1224,666,466,CARDINAL,2
1225,767,7011,CARDINAL,2
1226,766,70%,PERCENT,2
1227,595,407,CARDINAL,2
1228,765,70 percent,PERCENT,2
1229,597,409,CARDINAL,2
1230,599,410,CARDINAL,2
1231,589,401,CARDINAL,2
1232,3666,neuroprostheses,ORG,2
1233,3621,metabarcoding,PERSON,2
1234,2170,Kelsey A. Gatto,PERSON,2
1235,780,7628,CARDINAL,2
1236,585,40 percent,PERCENT,2
1237,667,467,CARDINAL,2
1238,2922,Sarah,PERSON,1
1239,2951,Sean V.,PERSON,1
1240,2623,Niitsu,ORG,1
1241,2624,Nikhil Sahni,PERSON,1
1242,2614,Nick Goldman et al.,PERSON,1
1243,2485,Mike et al.,PERSON,1
1244,2946,Scott Hayton,PERSON,1
1245,2925,Sarah N. Abdulkader,PERSON,1
1246,2947,Scott Patterson,PERSON,1
1247,2480,Miguel A. Nicolelis,PERSON,1
1248,2701,"October 25, 2019",DATE,1
1249,2924,Sarah N.,PERSON,1
1250,2487,Mikhail A. Lebedev,PERSON,1
1251,2923,"Sarah
           Zhang",PERSON,1
1252,2700,"October 22, 2019",DATE,1
1253,2948,Scott Ugras,PERSON,1
1254,2471,Microbiomics,LOC,1
1255,2486,Mikhail A.,PERSON,1
1256,2945,Scott Fulton,PERSON,1
1257,2949,Sean Kane,PERSON,1
1258,2932,Sayre,GPE,1
1259,2495,Molecular Cell Proteomics,WORK_OF_ART,1
1260,2950,Sean O’Neill,PERSON,1
1261,2625,Nilay Shah,PERSON,1
1262,2496,"Molecular Therapy, Methods & Clinical Development",ORG,1
1263,2490,Miriam S. et al.,PERSON,1
1264,2931,Sathya Prathipati,PERSON,1
1265,2470,Microbiomics,GPE,1
1266,2626,Ningning Wu et al.,PERSON,1
1267,2479,Miguel A. L. Nicolelis,PERSON,1
1268,2688,"October 17, 2007",DATE,1
1269,2617,"Nicolas
            Davis",PERSON,1
1270,2936,"Science
     Translational Medicine",ORG,1
1271,2703,"October 31, 2018",DATE,1
1272,2704,"October 4, 2019",DATE,1
1273,2489,Miriam S. Udler et al.,PERSON,1
1274,2929,Sastry,GPE,1
1275,2927,Sarepta Therapeutics,ORG,1
1276,2938,"Science Translational
      Medicine",WORK_OF_ART,1
1277,2692,October 2007,DATE,1
1278,2940,Science forum:,WORK_OF_ART,1
1279,2618,Nicolas Denis,PERSON,1
1280,2492,Mirvie,GPE,1
1281,2494,Molecular CT scan,WORK_OF_ART,1
1282,2941,Science forum: The Human Cell Atlas,WORK_OF_ART,1
1283,2478,Mighel Ramalho-Santos,PERSON,1
1284,2619,Nicole Lurie et al.,PERSON,1
1285,2706,Office of Science and Technology,ORG,1
1286,2616,Nick White,PERSON,1
1287,2620,Nicole et al.,PERSON,1
1288,2477,Mighel,PERSON,1
1289,2685,"October 12, 2018",DATE,1
1290,2491,Miriam Sánchez-Escamilla,PERSON,1
1291,2476,Microsoft Research: Machine,ORG,1
1292,2621,Niema Moshiri,PERSON,1
1293,2474,Micron,ORG,1
1294,2615,Nick Statt,PERSON,1
1295,2473,Microfluidic,ORG,1
1296,2483,Mike Butcher,PERSON,1
1297,2482,Miguel-Angel Perales,PERSON,1
1298,2622,Nienke Beuwer,PERSON,1
1299,2952,Sean V. Murphy,PERSON,1
1300,2596,Neuroergonomics,ORG,1
1301,2469,Microbiomics,EVENT,1
1302,2986,"September 7, 2016",DATE,1
1303,2442,Metz,GPE,1
1304,2660,"November 8, 2019",DATE,1
1305,2661,Novo      ,ORG,1
1306,2662,Novo Nordisk,ORG,1
1307,2663,Novogene,PERSON,1
1308,2991,Shahla Wunderlich,PERSON,1
1309,2990,Shahla,GPE,1
1310,2989,Sergio C.,PERSON,1
1311,2988,Sergaki,ORG,1
1312,2987,Serena et al.,PERSON,1
1313,2443,Metzl,PERSON,1
1314,2994,Shaji et al.,PERSON,1
1315,2985,"September 5, 2017",DATE,1
1316,2444,Mexico,GPE,1
1317,2445,Michael Birshan,PERSON,1
1318,2984,"September 4, 2019",DATE,1
1319,2983,"September 4, 2018",DATE,1
1320,2982,"September 30, 2015",DATE,1
1321,2447,Michael Conway,PERSON,1
1322,2980,"September 27, 2012",DATE,1
1323,2640,"November 1, 2018",DATE,1
1324,2448,Michael D. Crowther et al.,PERSON,1
1325,2993,Shaji Varghese et al.,PERSON,1
1326,2439,Metabolite,NORP,1
1327,2978,"September 25, 2013",DATE,1
1328,3002,Sheerin,PERSON,1
1329,3004,Sheng Hong,PERSON,1
1330,2424,Megan A. Supple,PERSON,1
1331,2425,Megan A. et al.,PERSON,1
1332,2426,Megan Molteni,PERSON,1
1333,2647,"November 2, 2018",DATE,1
1334,2428,Mehdi Miremadi,PERSON,1
1335,2429,Mekala Krishnan,PERSON,1
1336,3003,Shelly Fan,PERSON,1
1337,2646,November 1994,DATE,1
1338,2644,"November 15, 2016",DATE,1
1339,3001,Sheena Goodyear,PERSON,1
1340,2658,"November 28, 2018",DATE,1
1341,3000,Sheeja et al.,PERSON,1
1342,2999,Sheeja Jagadevan et al.,PERSON,1
1343,2432,Mendel,PERSON,1
1344,2998,Shaun Callaghan,PERSON,1
1345,2655,"November 23, 2011",DATE,1
1346,2433,Mental,ORG,1
1347,2656,"November 26, 2018",DATE,1
1348,2436,Mesenchymal stem,FAC,1
1349,2995,Shane Bryan,PERSON,1
1350,2657,"November 27, 2019",DATE,1
1351,2979,"September 25, 2017",DATE,1
1352,2977,"September 24, 2019",DATE,1
1353,2468,Microbiome,ORG,1
1354,2631,Nora Franzen et al.,PERSON,1
1355,2962,"September
            28, 2018",DATE,1
1356,2961,"September
            ",DATE,1
1357,2677,"ONE, January 2012",DATE,1
1358,2460,Michael et al.,PERSON,1
1359,2678,"ONE, March 2012",DATE,1
1360,2462,Michelle J.,PERSON,1
1361,2463,Microalgae,PERSON,1
1362,2959,"Senotherapeutics: Emerging strategy for health aging
",WORK_OF_ART,1
1363,2679,"Oak Ridge
National Laboratory",ORG,1
1364,2632,Nora et al.,PERSON,1
1365,2682,"October
2019",DATE,1
1366,2676,"ONE, 2014",DATE,1
1367,2629,Nobel laureates,WORK_OF_ART,1
1368,2958,Seema,PERSON,1
1369,2957,Seeker,PERSON,1
1370,2628,Nishimoto,ORG,1
1371,2465,Microarray,PERSON,1
1372,2954,Sebastian A. Brunemeier,PERSON,1
1373,2953,Sean Voigt,PERSON,1
1374,2466,Microbiology,LOC,1
1375,2467,Microbiology Reviews,ORG,1
1376,2627,Ningning et al.,PERSON,1
1377,2458,Michael Steinmann,PERSON,1
1378,2457,Michael Olivier et al.,PERSON,1
1379,2449,Michael D. et al.,PERSON,1
1380,2970,September 2010,DATE,1
1381,2450,Michael J.,PERSON,1
1382,2665,Novozymes,PERSON,1
1383,2639,"November
2014",DATE,1
1384,2669,Number 4,CARDINAL,1
1385,2452,Michael K. et al.,PERSON,1
1386,2670,Number 6133,PRODUCT,1
1387,2637,Novartis,ORG,1
1388,2636,Notes,PRODUCT,1
1389,2672,"OECD
Publishing",ORG,1
1390,2972,September 2013,DATE,1
1391,2635,Norwegian,NORP,1
1392,2456,Michael Miller,PERSON,1
1393,2969,September 2004,DATE,1
1394,2634,Norbert et al.,PERSON,1
1395,2673,OECD countries.168 Policies,ORG,1
1396,2921,Sara Boettiger,PERSON,1
1397,2967,"September 12, 2019",DATE,1
1398,2966,"September 11, 2018",DATE,1
1399,2965,"September 11, 2016",DATE,1
1400,2674,ONE,CARDINAL,1
1401,2633,Norbert Pardi et al.,PERSON,1
1402,2675,"ONE,
",DATE,1
1403,2455,Michael McCoy,PERSON,1
1404,2900,S. Kogan et al.,PERSON,1
1405,2920,Santiago Urquijo,PERSON,1
1406,2583,Navjot Singh,PERSON,1
1407,2733,P. Hunter Peckham,PERSON,1
1408,2828,RNA,PERSON,1
1409,2734,P. J. et al.,PERSON,1
1410,2826,R. et al.,PERSON,1
1411,2736,PGS,WORK_OF_ART,1
1412,2825,R. Lorenzini,PERSON,1
1413,2586,Nebula,PERSON,1
1414,2824,R.,NORP,1
1415,2737,PGS + NIPT,PRODUCT,1
1416,2823,"R&D
                                                                                                                                ",ORG,1
1417,2822,Qunfang et al.,PERSON,1
1418,2739,PHA,ORG,1
1419,2821,Qunfang Zhang et al.,PERSON,1
1420,2820,Quezada,PERSON,1
1421,2819,Quanterix,ORG,1
1422,2818,Q&A,PERSON,1
1423,2817,Public Health Nutrition,ORG,1
1424,2741,PLoS Biology,WORK_OF_ART,1
1425,2587,Neil,PERSON,1
1426,2813,Promises and perils of gene drives: Navigating the communication of complex,WORK_OF_ART,1
1427,2588,Neil Rao,PERSON,1
1428,2811,ProTrea,ORG,1
1429,2810,Priscila F. M. et al.,ORG,1
1430,2809,Priscila F. M. Conçalves et al.,ORG,1
1431,2745,PR Newswire,ORG,1
1432,2584,Nearly seven decades,DATE,1
1433,2604,"New England
            Journal of Medicine",ORG,1
1434,2806,Preetika Rana,PERSON,1
1435,2732,Oxford Nanopore Technologies,ORG,1
1436,2571,"Nature Reviews
     Chemistry",WORK_OF_ART,1
1437,2852,Regenerative Therapy,ORG,1
1438,2851,"Recent
",DATE,1
1439,2850,Rebecca Robbins,PERSON,1
1440,2728,Osei,PERSON,1
1441,2849,Rebecca,PERSON,1
1442,2572,"Nature Reviews
     Genetics",WORK_OF_ART,1
1443,2573,Nature Reviews Cancer,WORK_OF_ART,1
1444,2847,Rebeca Robboy,PERSON,1
1445,2574,Nature Reviews Chemistry,WORK_OF_ART,1
1446,2576,"Nature Reviews Drug
      Discovery",WORK_OF_ART,1
1447,2845,Ravi Yelleswarapu,PERSON,1
1448,2844,Raoul Joshi,PERSON,1
1449,2843,Ramji Srivinasan,PERSON,1
1450,2842,Ramalho-Santos,PERSON,1
1451,2841,Rajat Gupta,PERSON,1
1452,2840,Raja Sivamani,PERSON,1
1453,2839,Raja,PERSON,1
1454,2838,Rachel et al.,PERSON,1
1455,2837,Rachel Moss,PERSON,1
1456,2836,Rachel Horton et al.,PERSON,1
1457,2731,Overmaat,ORG,1
1458,2835,Rachel England,PERSON,1
1459,2834,Rachel,PERSON,1
1460,2581,Nature Reviews Microbiology,ORG,1
1461,2808,Presher,PERSON,1
1462,2805,Precision,ORG,1
1463,2570,"Nature Reviews
      Drug Discovery",WORK_OF_ART,1
1464,2786,Peter Okebukola,PERSON,1
1465,2757,Paraplegic in robotic suit,WORK_OF_ART,1
1466,2785,Peter Mannion,PERSON,1
1467,2784,Peter J. et al.,PERSON,1
1468,2783,"Peter J. Turnbaugh et
     al.",PERSON,1
1469,2758,Pardi,PERSON,1
1470,2597,Neuropriming,NORP,1
1471,2782,Peter Gumbel,PERSON,1
1472,2781,Peter Border,PERSON,1
1473,2780,Peter,PERSON,1
1474,2779,Pete,PERSON,1
1475,2760,"Parliamentary Office of
      Synthetic Biology",ORG,1
1476,2777,Personal Genome Service,ORG,1
1477,2776,Perfect Day Foods,ORG,1
1478,2761,Parliamentary Office of Synthetic Biology,ORG,1
1479,2774,Paula Ramos,PERSON,1
1480,2773,Paul et al.,PERSON,1
1481,2772,Paul S. Larson,PERSON,1
1482,2771,Paul S.,PERSON,1
1483,2770,Paul Rincon,PERSON,1
1484,2764,Patrick O’Rourke,PERSON,1
1485,2769,Paul R. Ehrlich,PERSON,1
1486,2765,Patrick White,PERSON,1
1487,2766,Paul A. Rota et al.,PERSON,1
1488,2767,Paul A. et al.,PERSON,1
1489,2594,Neural,PRODUCT,1
1490,2598,Neuropriming,ORG,1
1491,2599,Neuroprosthetic,NORP,1
1492,2746,"PTSD.191

Shifting",ORG,1
1493,2756,Papathanasiou,ORG,1
1494,2590,Neil Stollman,PERSON,1
1495,2804,Prashant et al.,PERSON,1
1496,2803,Prashant Mali et al.,PERSON,1
1497,2802,Portable,PERSON,1
1498,2748,Pallab Ghosh,PERSON,1
1499,2800,Pooja Kumar,PERSON,1
1500,2749,Palle Haastrup,PERSON,1
1501,2798,Polygenic,LOC,1
1502,2750,Palo Alto Networks,GPE,1
1503,2751,Pamela Silver,PERSON,1
1504,2795,Pixium Vision,ORG,1
1505,2794,Pieter Nel,PERSON,1
1506,2752,Pan-Cancer,ORG,1
1507,2793,Pierre et al.,PERSON,1
1508,2591,Neogen,PERSON,1
1509,2791,Phys Org,PERSON,1
1510,2753,Pancrazio,PERSON,1
1511,2754,Pandora,ORG,1
1512,2592,Netflix,ORG,1
1513,2602,Neuroprosthetics,WORK_OF_ART,1
1514,2789,Pharmacogenomics,PERSON,1
1515,2755,Pandora,PERSON,1
1516,2600,Neuroprosthetic,ORG,1
1517,2788,Pharmacogenetic,ORG,1
